#seq_id	start_pos	end_pos	seq_len	action	div	agg_cont_cov	top_tax_name	sample
ctg17697	1	11799	11799	EXCLUDE	prok:CFB group bacteria	100	Dyadobacter bucti	Quesada_SQIIe_Phumuli
ctg17986	1	14184	14184	EXCLUDE	prok:g-proteobacteria	21	Arenimonas sp.	Quesada_SQIIe_Phumuli
ctg17656	1	9523	9523	EXCLUDE	prok:b-proteobacteria	43	Duganella aceris	Quesada_SQIIe_Phumuli
ctg17872	1	12833	12833	EXCLUDE	prok:b-proteobacteria	52	Methylophilus sp. UBA6697	Quesada_SQIIe_Phumuli
ctg18007	1	11899	11899	EXCLUDE	prok:a-proteobacteria	100	Novosphingobium resinovorum	Quesada_SQIIe_Phumuli
ctg17658	1	9199	9199	EXCLUDE	prok:a-proteobacteria	81	Sphingobium limneticum	Quesada_SQIIe_Phumuli
ctg7008	1	5073	5073	EXCLUDE	prok:CFB group bacteria	50	Leadbetterella sp. UBA7673	Quesada_SQIIe_Phumuli
ctg17939	1	14434	14434	EXCLUDE	prok:CFB group bacteria	90	Chryseobacterium camelliae	Quesada_SQIIe_Phumuli
ctg17650	1	11828	11828	EXCLUDE	fung:ascomycetes	94	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg17655	1	11594	11594	EXCLUDE	prok:a-proteobacteria	100	Brevundimonas huaxiensis	Quesada_SQIIe_Phumuli
ctg17708	1	10332	10332	EXCLUDE	anml:insects	20	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg17969	1	13109	13109	EXCLUDE	prok:a-proteobacteria	100	Sphingomonas sanxanigenens	Quesada_SQIIe_Phumuli
ctg7524	1	6548	6548	EXCLUDE	prok:CFB group bacteria	100	Pedobacter chitinilyticus	Quesada_SQIIe_Phumuli
ctg17985	1	10818	10818	EXCLUDE	prok:b-proteobacteria	100	Hydrogenophaga palleronii	Quesada_SQIIe_Phumuli
ctg17706	1	9110	9110	EXCLUDE	prok:b-proteobacteria	88	Acidovorax sp. SCN 65-28	Quesada_SQIIe_Phumuli
ctg17869	1	11816	11816	EXCLUDE	prok:a-proteobacteria	100	Sphingopyxis witflariensis	Quesada_SQIIe_Phumuli
ctg17695	1	13667	13667	EXCLUDE	prok:b-proteobacteria	100	Methylobacillus methanolivorans	Quesada_SQIIe_Phumuli
ctg17934	1	17586	17586	EXCLUDE	prok:CFB group bacteria	61	Chryseobacterium schmidteae	Quesada_SQIIe_Phumuli
ctg17654	1	11517	11517	EXCLUDE	prok:b-proteobacteria	100	Comamonas koreensis	Quesada_SQIIe_Phumuli
ctg17943	1	15316	15316	EXCLUDE	prok:g-proteobacteria	100	Pseudomonas simiae	Quesada_SQIIe_Phumuli
ctg18005	1	12533	12533	EXCLUDE	prok:a-proteobacteria	85	Devosia riboflavina	Quesada_SQIIe_Phumuli
ctg17674	1	9516	9516	EXCLUDE	anml:insects	54	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg17931	1	12135	12135	EXCLUDE	prok:b-proteobacteria	86	Comamonas koreensis	Quesada_SQIIe_Phumuli
ctg17663	1	8645	8645	EXCLUDE	prok:high GC Gram+	100	Microbacterium foliorum	Quesada_SQIIe_Phumuli
ctg17988	1	14008	14008	EXCLUDE	fung:ascomycetes	51	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg17938	1	16603	16603	EXCLUDE	prok:CFB group bacteria	77	Runella aurantiaca	Quesada_SQIIe_Phumuli
ctg17694	1	9993	9993	EXCLUDE	prok:b-proteobacteria	100	Achromobacter spanius	Quesada_SQIIe_Phumuli
ctg17653	1	11324	11324	EXCLUDE	prok:g-proteobacteria	100	Pseudomonas simiae	Quesada_SQIIe_Phumuli
ctg17955	1	8079	8079	REVIEW	prok:b-proteobacteria	17	Cupriavidus sp.	Quesada_SQIIe_Phumuli
ctg17924	1	9099	9099	EXCLUDE	plnt:plants	21	Cannabis sativa	Quesada_SQIIe_Phumuli
ctg17704	1	11309	11309	EXCLUDE	anml:insects	36	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg23272	1	3401959	3401959	EXCLUDE	prok:a-proteobacteria	94	Brevundimonas lenta	Quesada_SQIIe_Phumuli
ctg18010	1	11719	11719	EXCLUDE	anml:insects	50	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg17672	1	11502	11502	EXCLUDE	prok:g-proteobacteria	100	Serratia fonticola	Quesada_SQIIe_Phumuli
ctg17982	1	12428	12428	EXCLUDE	prok:CFB group bacteria	100	Pedobacter nanyangensis	Quesada_SQIIe_Phumuli
ctg17932	1	10135	10135	EXCLUDE	prok:b-proteobacteria	98	Variovorax ginsengisoli	Quesada_SQIIe_Phumuli
ctg17701	1	10811	10811	EXCLUDE	prok:b-proteobacteria	97	Pseudorhodoferax aquiterrae	Quesada_SQIIe_Phumuli
ctg17971	1	14720	14720	EXCLUDE	anml:insects	47	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg6796	1	5933	5933	EXCLUDE	plnt:plants	27	Cannabis sativa	Quesada_SQIIe_Phumuli
ctg17976	1	12404	12404	EXCLUDE	prok:b-proteobacteria	100	Methylobacillus methanolivorans	Quesada_SQIIe_Phumuli
ctg17681	1	10361	10361	EXCLUDE	fung:ascomycetes	98	Plectosphaerella plurivora	Quesada_SQIIe_Phumuli
ctg11111	1	5622	5622	EXCLUDE	prok:high GC Gram+	100	Aeromicrobium endophyticum	Quesada_SQIIe_Phumuli
ctg20901	1	26239	26239	EXCLUDE	prok:a-proteobacteria	100	Brucella thiophenivorans	Quesada_SQIIe_Phumuli
ctg11613	1	5139	5139	EXCLUDE	prok:verrucomicrobia	96	Luteolibacter flavescens	Quesada_SQIIe_Phumuli
ctg17732	1	12644	12644	EXCLUDE	prok:a-proteobacteria	100	Brevundimonas pondensis	Quesada_SQIIe_Phumuli
ctg18051	1	7276	7276	REVIEW	anml:insects	18	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg20096	1	18233	18233	EXCLUDE	plnt:plants	33	Cannabis sativa	Quesada_SQIIe_Phumuli
ctg19570	1	13136	13136	EXCLUDE	prok:b-proteobacteria	100	Variovorax sp. 67-131	Quesada_SQIIe_Phumuli
ctg17040	1	14714	14714	EXCLUDE	prok:b-proteobacteria	38	Methylovorus glucosotrophus	Quesada_SQIIe_Phumuli
ctg20899	1	25353	25353	EXCLUDE	anml:insects	36	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg20861	1	26861	26861	EXCLUDE	fung:ascomycetes	71	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg22957	1	96571	96571	EXCLUDE	fung:ascomycetes	97	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg11454	1	5024	5024	EXCLUDE	anml:insects	56	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg17726	1	13875	13875	EXCLUDE	anml:insects	40	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg19724	1	17535	17535	EXCLUDE	prok:a-proteobacteria	100	Sphingopyxis witflariensis	Quesada_SQIIe_Phumuli
ctg11223	1	6573	6573	EXCLUDE	prok:CFB group bacteria	91	Taibaiella soli	Quesada_SQIIe_Phumuli
ctg18515	1	12463	12463	EXCLUDE	prok:CFB group bacteria	98	Pedobacter hiemivivus	Quesada_SQIIe_Phumuli
ctg18040	1	16896	16896	EXCLUDE	prok:CFB group bacteria	100	Flavobacterium microcysteis	Quesada_SQIIe_Phumuli
ctg20933	1	24093	24093	EXCLUDE	prok:g-proteobacteria	97	Cellvibrio sp. UBA7671	Quesada_SQIIe_Phumuli
ctg17821	1	11368	11368	EXCLUDE	fung:ascomycetes	96	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg19279	1	17459	17459	EXCLUDE	prok:g-proteobacteria	100	Cellvibrio sp. UBA7671	Quesada_SQIIe_Phumuli
ctg11043	1	5056	5056	EXCLUDE	prok:a-proteobacteria	83	Novosphingobium piscinae	Quesada_SQIIe_Phumuli
ctg19568	1	16785	16785	EXCLUDE	prok:high GC Gram+	100	Microbacterium foliorum	Quesada_SQIIe_Phumuli
ctg18520	1	16925	16925	EXCLUDE	anml:insects	56	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg20930	1	25984	25984	EXCLUDE	prok:high GC Gram+	100	Nocardioides zeae	Quesada_SQIIe_Phumuli
ctg11903	1	5164	5164	EXCLUDE	plnt:plants	80	Cannabis sativa	Quesada_SQIIe_Phumuli
ctg19145	1	16939	16939	EXCLUDE	fung:ascomycetes	90	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg11675	1	5081	5081	EXCLUDE	prok:a-proteobacteria	100	Shinella lacus	Quesada_SQIIe_Phumuli
ctg22955	1	109734	109734	EXCLUDE	fung:ascomycetes	96	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg18509	1	13678	13678	EXCLUDE	prok:a-proteobacteria	100	Brevundimonas vesicularis	Quesada_SQIIe_Phumuli
ctg20484	1	20610	20610	EXCLUDE	prok:g-proteobacteria	100	Pseudomonas reactans	Quesada_SQIIe_Phumuli
ctg20870	1	23137	23137	EXCLUDE	fung:ascomycetes	100	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg19162	1	17369	17369	EXCLUDE	prok:b-proteobacteria	95	Rhodoferax koreense	Quesada_SQIIe_Phumuli
ctg19154	1	22277	22277	EXCLUDE	prok:g-proteobacteria	100	Pseudomonas reactans	Quesada_SQIIe_Phumuli
ctg20927	1	32121	32121	EXCLUDE	prok:g-proteobacteria	100	Acinetobacter albensis	Quesada_SQIIe_Phumuli
ctg19268	1	15151	15151	EXCLUDE	prok:a-proteobacteria	100	Brevundimonas sp. UBA7506	Quesada_SQIIe_Phumuli
ctg20121	1	18384	18384	EXCLUDE	fung:ascomycetes	97	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg18030	1	10475	10475	EXCLUDE	prok:g-proteobacteria	94	Pseudomonas shirazensis	Quesada_SQIIe_Phumuli
ctg17817	1	10565	10565	EXCLUDE	fung:ascomycetes	100	Plectosphaerella plurivora	Quesada_SQIIe_Phumuli
ctg19718	1	17127	17127	EXCLUDE	prok:CFB group bacteria	100	Sphingobacterium siyangense	Quesada_SQIIe_Phumuli
ctg20869	1	29191	29191	EXCLUDE	prok:a-proteobacteria	94	Novosphingobium resinovorum	Quesada_SQIIe_Phumuli
ctg11873	1	5991	5991	EXCLUDE	prok:CFB group bacteria	100	Sphingobacterium siyangense	Quesada_SQIIe_Phumuli
ctg20435	1	24600	24600	EXCLUDE	prok:g-proteobacteria	89	Acinetobacter sp. UBA3461	Quesada_SQIIe_Phumuli
ctg20466	1	22850	22850	EXCLUDE	prok:a-proteobacteria	100	Brucella thiophenivorans	Quesada_SQIIe_Phumuli
ctg23058	1	162589	162589	EXCLUDE	prok:g-proteobacteria	100	Acinetobacter albensis	Quesada_SQIIe_Phumuli
ctg18524	1	14063	14063	EXCLUDE	anml:insects	39	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg20537	1	23993	23993	EXCLUDE	prok:a-proteobacteria	100	Brevundimonas sp. UBA2416	Quesada_SQIIe_Phumuli
ctg20478	1	20092	20092	EXCLUDE	prok:g-proteobacteria	95	Stenotrophomonas bentonitica	Quesada_SQIIe_Phumuli
ctg20496	1	20282	20282	EXCLUDE	prok:high GC Gram+	100	Microbacterium phyllosphaerae	Quesada_SQIIe_Phumuli
ctg11893	1	5318	5318	EXCLUDE	anml:insects	30	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg18517	1	15206	15206	REVIEW	prok:CFB group bacteria	17	Pedobacter africanus	Quesada_SQIIe_Phumuli
ctg18028	1	15047	15047	EXCLUDE	anml:insects	38	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg20868	1	22506	22506	EXCLUDE	fung:ascomycetes	100	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg19143	1	12763	12763	EXCLUDE	prok:b-proteobacteria	95	Acidovorax antarcticus	Quesada_SQIIe_Phumuli
ctg11665	1	5368	5368	EXCLUDE	anml:insects	36	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg17831	1	9911	9911	EXCLUDE	anml:insects	71	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg19277	1	12887	12887	EXCLUDE	prok:g-proteobacteria	100	Luteimonas fraxinea	Quesada_SQIIe_Phumuli
ctg20444	1	21676	21676	EXCLUDE	prok:a-proteobacteria	100	Sphingopyxis witflariensis	Quesada_SQIIe_Phumuli
ctg11268	1	7746	7746	EXCLUDE	prok:CFB group bacteria	100	Flavobacterium album	Quesada_SQIIe_Phumuli
ctg20425	1	23975	23975	EXCLUDE	fung:ascomycetes	100	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg17833	1	13353	13353	EXCLUDE	prok:CFB group bacteria	93	Pedobacter paludis	Quesada_SQIIe_Phumuli
ctg20577	1	21363	21363	EXCLUDE	fung:ascomycetes	100	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg20554	1	30024	30024	EXCLUDE	prok:CFB group bacteria	100	Dyadobacter luteus	Quesada_SQIIe_Phumuli
ctg11933	1	6043	6043	REVIEW	plnt:plants	13	Cannabis sativa	Quesada_SQIIe_Phumuli
ctg20115	1	18861	18861	EXCLUDE	prok:CFB group bacteria	93	Chryseobacterium jejuense	Quesada_SQIIe_Phumuli
ctg19720	1	22993	22993	EXCLUDE	prok:CFB group bacteria	92	Pedobacter chitinilyticus	Quesada_SQIIe_Phumuli
ctg18037	1	9777	9777	EXCLUDE	plnt:plants	39	Zingiber officinale	Quesada_SQIIe_Phumuli
ctg11138	1	5142	5142	EXCLUDE	prok:a-proteobacteria	100	Agrobacterium fabacearum	Quesada_SQIIe_Phumuli
ctg11631	1	8775	8775	EXCLUDE	prok:CFB group bacteria	100	Sphingobacterium faecium	Quesada_SQIIe_Phumuli
ctg20923	1	26338	26338	EXCLUDE	prok:CFB group bacteria	100	Flavobacterium microcysteis	Quesada_SQIIe_Phumuli
ctg20520	1	17624	17624	EXCLUDE	prok:high GC Gram+	100	Glaciihabitans arcticus	Quesada_SQIIe_Phumuli
ctg11303	1	5864	5864	EXCLUDE	prok:CFB group bacteria	91	Leadbetterella sp. UBA7673	Quesada_SQIIe_Phumuli
ctg10247	1	5912	5912	EXCLUDE	plnt:plants	71	Cannabis sativa	Quesada_SQIIe_Phumuli
ctg18044	1	13589	13589	EXCLUDE	prok:a-proteobacteria	100	Devosia riboflavina	Quesada_SQIIe_Phumuli
ctg20866	1	24129	24129	EXCLUDE	prok:CFB group bacteria	100	Dyadobacter luteus	Quesada_SQIIe_Phumuli
ctg20112	1	16589	16589	EXCLUDE	prok:CFB group bacteria	76	Taibaiella soli	Quesada_SQIIe_Phumuli
ctg20590	1	24700	24700	EXCLUDE	prok:b-proteobacteria	84	Variovorax boronicumulans	Quesada_SQIIe_Phumuli
ctg17866	1	12610	12610	EXCLUDE	prok:a-proteobacteria	98	Sphingobium limneticum	Quesada_SQIIe_Phumuli
ctg19573	1	16209	16209	EXCLUDE	prok:g-proteobacteria	100	Pseudomonas shirazensis	Quesada_SQIIe_Phumuli
ctg19153	1	14484	14484	EXCLUDE	prok:CFB group bacteria	100	Dyadobacter beijingensis	Quesada_SQIIe_Phumuli
ctg18041	1	11770	11770	EXCLUDE	prok:a-proteobacteria	100	Brevundimonas vesicularis	Quesada_SQIIe_Phumuli
ctg20117	1	20223	20223	REVIEW	plnt:plants	16	Cannabis sativa	Quesada_SQIIe_Phumuli
ctg17863	1	13936	13936	EXCLUDE	prok:a-proteobacteria	100	Sphingobium yanoikuyae	Quesada_SQIIe_Phumuli
ctg19164	1	15504	15504	EXCLUDE	prok:a-proteobacteria	100	Brevundimonas sp. UBA7506	Quesada_SQIIe_Phumuli
ctg17813	1	13184	13184	EXCLUDE	prok:b-proteobacteria	100	Variovorax beijingensis	Quesada_SQIIe_Phumuli
ctg20455	1	20309	20309	EXCLUDE	fung:ascomycetes	97	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg20915	1	24974	24974	EXCLUDE	prok:a-proteobacteria	100	Brevundimonas sp. UBA7506	Quesada_SQIIe_Phumuli
ctg20463	1	22481	22481	EXCLUDE	prok:a-proteobacteria	100	Agrobacterium vaccinii	Quesada_SQIIe_Phumuli
ctg20571	1	24538	24538	EXCLUDE	prok:CFB group bacteria	68	Flavobacterium microcysteis	Quesada_SQIIe_Phumuli
ctg11178	1	5993	5993	EXCLUDE	prok:high GC Gram+	81	Microbacterium lemovicicum	Quesada_SQIIe_Phumuli
ctg20896	1	25012	25012	EXCLUDE	prok:b-proteobacteria	100	Variovorax sp.	Quesada_SQIIe_Phumuli
ctg18036	1	13547	13547	REVIEW	prok:proteobacteria	11	Hydrogenophilus thiooxidans	Quesada_SQIIe_Phumuli
ctg18046	1	12195	12195	EXCLUDE	plnt:plants	32	Cannabis sativa	Quesada_SQIIe_Phumuli
ctg11239	1	5032	5032	EXCLUDE	prok:CFB group bacteria	100	Sphingobacterium faecium	Quesada_SQIIe_Phumuli
ctg20587	1	19535	19535	EXCLUDE	prok:high GC Gram+	100	Agrococcus jejuensis	Quesada_SQIIe_Phumuli
ctg18035	1	14752	14752	EXCLUDE	prok:a-proteobacteria	98	Devosia riboflavina	Quesada_SQIIe_Phumuli
ctg20473	1	20071	20071	EXCLUDE	prok:verrucomicrobia	54	Luteolibacter yonseiensis	Quesada_SQIIe_Phumuli
ctg20432	1	15730	15730	EXCLUDE	fung:ascomycetes	100	Plectosphaerella plurivora	Quesada_SQIIe_Phumuli
ctg11260	1	5459	5459	EXCLUDE	prok:a-proteobacteria	100	Sphingomonas sanxanigenens	Quesada_SQIIe_Phumuli
ctg20548	1	20619	20619	EXCLUDE	fung:ascomycetes	98	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg20516	1	24472	24472	EXCLUDE	prok:a-proteobacteria	100	Agrobacterium fabacearum	Quesada_SQIIe_Phumuli
ctg17824	1	10325	10325	EXCLUDE	anml:insects	28	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg17810	1	8988	8988	EXCLUDE	prok:high GC Gram+	98	Microbacterium kyungheense	Quesada_SQIIe_Phumuli
ctg17860	1	13228	13228	EXCLUDE	anml:insects	47	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg17828	1	10418	10418	EXCLUDE	plnt:plants	36	Cannabis sativa	Quesada_SQIIe_Phumuli
ctg19264	1	16634	16634	REVIEW	anml:insects	17	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg11753	1	6194	6194	EXCLUDE	prok:g-proteobacteria	100	Stenotrophomonas bentonitica	Quesada_SQIIe_Phumuli
ctg17723	1	12577	12577	EXCLUDE	prok:CFB group bacteria	100	Flavobacterium microcysteis	Quesada_SQIIe_Phumuli
ctg20110	1	19382	19382	EXCLUDE	prok:b-proteobacteria	93	Acidovorax delafieldii	Quesada_SQIIe_Phumuli
ctg18033	1	12569	12569	EXCLUDE	prok:b-proteobacteria	100	Variovorax sp. 67-131	Quesada_SQIIe_Phumuli
ctg11682	1	7196	7196	EXCLUDE	prok:a-proteobacteria	100	Novosphingobium resinovorum	Quesada_SQIIe_Phumuli
ctg18031	1	10926	10926	EXCLUDE	prok:b-proteobacteria	100	Achromobacter piechaudii	Quesada_SQIIe_Phumuli
ctg17868	1	14907	14907	EXCLUDE	prok:CFB group bacteria	100	Sphingobacterium sp. UBA6004	Quesada_SQIIe_Phumuli
ctg20103	1	20626	20626	EXCLUDE	fung:ascomycetes	90	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg20920	1	24568	24568	EXCLUDE	prok:a-proteobacteria	98	Brevundimonas sp. UBA7506	Quesada_SQIIe_Phumuli
ctg20911	1	27647	27647	EXCLUDE	fung:ascomycetes	92	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg20107	1	17856	17856	EXCLUDE	anml:insects	36	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg18034	1	12636	12636	EXCLUDE	prok:b-proteobacteria	96	Comamonas koreensis	Quesada_SQIIe_Phumuli
ctg18499	1	12606	12606	EXCLUDE	plnt:plants	46	Cannabis sativa	Quesada_SQIIe_Phumuli
ctg10199	1	6271	6271	EXCLUDE	anml:insects	35	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg20909	1	24160	24160	EXCLUDE	prok:a-proteobacteria	100	[Ochrobactrum] quorumnocens	Quesada_SQIIe_Phumuli
ctg18493	1	13235	13235	EXCLUDE	anml:insects	50	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg20120	1	22876	22876	EXCLUDE	fung:ascomycetes	98	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg18032	1	13173	13173	EXCLUDE	prok:a-proteobacteria	97	Kaistia defluvii	Quesada_SQIIe_Phumuli
ctg18487	1	16061	16061	EXCLUDE	anml:insects	39	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg20114	1	20652	20652	EXCLUDE	prok:CFB group bacteria	100	Pedobacter schmidteae	Quesada_SQIIe_Phumuli
ctg19715	1	14058	14058	EXCLUDE	prok:a-proteobacteria	100	Bosea robiniae	Quesada_SQIIe_Phumuli
ctg11722	1	5190	5190	EXCLUDE	prok:a-proteobacteria	100	Brevundimonas sp. UBA7506	Quesada_SQIIe_Phumuli
ctg11712	1	7055	7055	EXCLUDE	plnt:plants	30	Cannabis sativa	Quesada_SQIIe_Phumuli
ctg20906	1	22112	22112	EXCLUDE	anml:insects	57	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg11847	1	6368	6368	EXCLUDE	prok:verrucomicrobia	43	Luteolibacter flavescens	Quesada_SQIIe_Phumuli
ctg18029	1	13981	13981	EXCLUDE	fung:ascomycetes	75	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg20562	1	20311	20311	EXCLUDE	prok:b-proteobacteria	100	Variovorax sp. 67-131	Quesada_SQIIe_Phumuli
ctg20119	1	19241	19241	EXCLUDE	prok:CFB group bacteria	67	Taibaiella chishuiensis	Quesada_SQIIe_Phumuli
ctg11191	1	5094	5094	REVIEW	anml:insects	17	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg17815	1	10633	10633	EXCLUDE	prok:a-proteobacteria	84	Brevundimonas vesicularis	Quesada_SQIIe_Phumuli
ctg20100	1	19718	19718	EXCLUDE	prok:b-proteobacteria	100	Acidovorax radicis	Quesada_SQIIe_Phumuli
ctg19716	1	19235	19235	EXCLUDE	prok:a-proteobacteria	92	Sphingopyxis witflariensis	Quesada_SQIIe_Phumuli
ctg18027	1	13208	13208	EXCLUDE	prok:g-proteobacteria	85	Stenotrophomonas bentonitica	Quesada_SQIIe_Phumuli
ctg20863	1	24636	24636	EXCLUDE	prok:g-proteobacteria	100	Pseudomonas reactans	Quesada_SQIIe_Phumuli
ctg19272	1	17169	17169	EXCLUDE	plnt:plants	36	Cannabis sativa	Quesada_SQIIe_Phumuli
ctg17862	1	14077	14077	EXCLUDE	prok:CFB group bacteria	100	Arsenicibacter rosenii	Quesada_SQIIe_Phumuli
ctg17826	1	12814	12814	EXCLUDE	prok:high GC Gram+	83	Microbacterium saperdae	Quesada_SQIIe_Phumuli
ctg19149	1	14947	14947	EXCLUDE	prok:a-proteobacteria	100	Brevundimonas pondensis	Quesada_SQIIe_Phumuli
ctg20531	1	26060	26060	EXCLUDE	anml:insects	55	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg11733	1	7885	7885	EXCLUDE	anml:insects	32	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg18025	1	10312	10312	EXCLUDE	prok:a-proteobacteria	100	Rhizobium metallidurans	Quesada_SQIIe_Phumuli
ctg20501	1	23189	23189	EXCLUDE	prok:a-proteobacteria	87	Agrobacterium cavarae	Quesada_SQIIe_Phumuli
ctg11619	1	5048	5048	EXCLUDE	plnt:plants	26	Cannabis sativa	Quesada_SQIIe_Phumuli
ctg18848	1	18570	18570	EXCLUDE	prok:b-proteobacteria	100	Acidovorax antarcticus	Quesada_SQIIe_Phumuli
ctg22686	1	51477	51477	EXCLUDE	prok:high GC Gram+	100	Agromyces atrinae	Quesada_SQIIe_Phumuli
ctg19249	1	18941	18941	REVIEW	plnt:plants	16	Cannabis sativa	Quesada_SQIIe_Phumuli
ctg9323	1	6150	6150	EXCLUDE	prok:CFB group bacteria	44	Flectobacillus major	Quesada_SQIIe_Phumuli
ctg20593	1	25031	25031	EXCLUDE	prok:CFB group bacteria	100	Dyadobacter luteus	Quesada_SQIIe_Phumuli
ctg9902	1	5376	5376	EXCLUDE	prok:a-proteobacteria	100	Shinella zoogloeoides	Quesada_SQIIe_Phumuli
ctg21053	1	27587	27587	EXCLUDE	prok:CFB group bacteria	69	Sphingobacterium sp. UBA7253	Quesada_SQIIe_Phumuli
ctg8261	1	5166	5166	EXCLUDE	prok:CFB group bacteria	100	Pedobacter agri	Quesada_SQIIe_Phumuli
ctg18832	1	15700	15700	EXCLUDE	prok:CFB group bacteria	100	Leadbetterella sp. UBA7673	Quesada_SQIIe_Phumuli
ctg10134	1	6547	6547	EXCLUDE	prok:CFB group bacteria	100	Pedobacter frigiditerrae	Quesada_SQIIe_Phumuli
ctg22629	1	47984	47984	EXCLUDE	prok:g-proteobacteria	98	Pseudomonas cedrina	Quesada_SQIIe_Phumuli
ctg21707	1	34352	34352	EXCLUDE	prok:CFB group bacteria	97	Flavobacterium album	Quesada_SQIIe_Phumuli
ctg19038	1	19340	19340	EXCLUDE	plnt:plants	23	Cannabis sativa	Quesada_SQIIe_Phumuli
ctg8344	1	5097	5097	EXCLUDE	prok:verrucomicrobia	84	Prosthecobacter dejongeii	Quesada_SQIIe_Phumuli
ctg19082	1	14721	14721	EXCLUDE	prok:g-proteobacteria	100	Stenotrophomonas rhizophila	Quesada_SQIIe_Phumuli
ctg21687	1	34579	34579	EXCLUDE	fung:ascomycetes	92	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg19095	1	13291	13291	EXCLUDE	prok:a-proteobacteria	51	Brucella pseudogrignonensis	Quesada_SQIIe_Phumuli
ctg21749	1	34825	34825	EXCLUDE	fung:ascomycetes	100	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg21072	1	24622	24622	EXCLUDE	fung:ascomycetes	100	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg21770	1	36195	36195	EXCLUDE	prok:g-proteobacteria	100	Pseudomonas reactans	Quesada_SQIIe_Phumuli
ctg18827	1	12680	12680	EXCLUDE	prok:high GC Gram+	46	Microbacterium liquefaciens	Quesada_SQIIe_Phumuli
ctg19043	1	12968	12968	EXCLUDE	anml:insects	37	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg19007	1	16790	16790	EXCLUDE	anml:insects	58	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg18971	1	14253	14253	EXCLUDE	prok:g-proteobacteria	100	Luteimonas fraxinea	Quesada_SQIIe_Phumuli
ctg21057	1	24597	24597	EXCLUDE	prok:a-proteobacteria	97	Sphingopyxis witflariensis	Quesada_SQIIe_Phumuli
ctg21061	1	30255	30255	EXCLUDE	prok:g-proteobacteria	41	Cellvibrio japonicus	Quesada_SQIIe_Phumuli
ctg18880	1	14438	14438	EXCLUDE	plnt:plants	34	Cannabis sativa	Quesada_SQIIe_Phumuli
ctg22678	1	75111	75111	EXCLUDE	prok:CFB group bacteria	94	Flavobacterium panacis	Quesada_SQIIe_Phumuli
ctg21069	1	30324	30324	EXCLUDE	prok:b-proteobacteria	98	Methylobacillus methanolivorans	Quesada_SQIIe_Phumuli
ctg21011	1	25278	25278	EXCLUDE	prok:a-proteobacteria	100	Agrobacterium cavarae	Quesada_SQIIe_Phumuli
