isolate	read_id	category	gc_pct	cov_median
MSU1	m64474e_240201_042250/16908989/ccs	Other	45.99	563.0
MSU1	m64474e_240201_042250/48824999/ccs	Other	52.71	244.0
MSU1	m64474e_240201_042250/39847837/ccs	Other	50.03	233.0
MSU1	m64474e_240201_042250/89983429/ccs	Other	49.97	474.0
MSU1	m64474e_240201_042250/24709890/ccs	Other	52.87	231.0
MSU1	m64474e_240201_042250/175046791/ccs	Other	56.1	48.0
MSU1	m64474e_240201_042250/49154083/ccs	Other	45.23	259.0
MSU1	m64474e_240201_042250/141624476/ccs	Other	48.82	221.0
MSU1	m64474e_240201_042250/102959463/ccs	Other	49.56	422.0
MSU1	m64474e_240201_042250/30670979/ccs	Other	47.43	440.0
MSU1	m64474e_240201_042250/106759685/ccs	Other	55.24	1538164.0
MSU1	m64474e_240201_042250/150931634/ccs	Other	54.23	22216.0
MSU1	m64474e_240201_042250/177342879/ccs	Other	48.57	5538.0
MSU1	m64474e_240201_042250/126158278/ccs	Other	49.45	371.0
MSU1	m64474e_240201_042250/158140628/ccs	Other	56.76	48.0
MSU1	m64474e_240201_042250/75432219/ccs	Other	50.82	278.0
MSU1	m64474e_240201_042250/26806627/ccs	Other	60.42	54.0
MSU1	m64474e_240201_042250/97517881/ccs	Other	50.17	243.0
MSU1	m64474e_240201_042250/167774904/ccs	Other	48.79	258.0
MSU1	m64474e_240201_042250/23462137/ccs	Other	47.94	226.0
MSU1	m64474e_240201_042250/74647325/ccs	Other	60.73	39.0
MSU1	m64474e_240201_042250/174720841/ccs	Other	53.74	22167.0
MSU1	m64474e_240201_042250/58394043/ccs	Other	50.07	263.0
MSU1	m64474e_240201_042250/161351375/ccs	Other	49.79	15236.0
MSU1	m64474e_240201_042250/142280041/ccs	Other	72.29	5.0
MSU1	m64474e_240201_042250/122356351/ccs	Other	51.88	248.0
MSU1	m64474e_240201_042250/106561538/ccs	Other	48.9	242.0
MSU1	m64474e_240201_042250/29230326/ccs	Other	60.41	55.0
MSU1	m64474e_240201_042250/1115341/ccs	Other	54.18	7558.0
MSU1	m64474e_240201_042250/99683076/ccs	Other	50.35	271.0
MSU1	m64474e_240201_042250/158532034/ccs	Other	50.37	15287.0
MSU1	m64474e_240201_042250/73205133/ccs	Other	48.45	2346.0
MSU1	m64474e_240201_042250/39781954/ccs	Other	49.04	8315.0
MSU1	m64474e_240201_042250/17105088/ccs	Other	58.18	53.0
MSU1	m64474e_240201_042250/175965892/ccs	Other	50.38	903.0
MSU1	m64474e_240201_042250/69732044/ccs	Other	62.66	40.0
MSU1	m64474e_240201_042250/144966310/ccs	Other	48.44	242.0
MSU1	m64474e_240201_042250/80610590/ccs	Other	50.64	245.0
MSU1	m64474e_240201_042250/65733307/ccs	Other	45.18	244.0
MSU1	m64474e_240201_042250/97912695/ccs	Other	53.98	161346.0
MSU1	m64474e_240201_042250/65667629/ccs	Other	59.29	38.0
MSU1	m64474e_240201_042250/150079519/ccs	Other	48.81	217.0
MSU1	m64474e_240201_042250/59245868/ccs	Other	51.64	68066.0
MSU1	m64474e_240201_042250/39716091/ccs	Other	50.52	303.0
MSU1	m64474e_240201_042250/82247762/ccs	Other	50.11	252.0
MSU1	m64474e_240201_042250/106564092/ccs	Other	49.01	275.0
MSU1	m64474e_240201_042250/124979482/ccs	Other	51.13	10597.0
MSU1	m64474e_240201_042250/60032480/ccs	Other	51.03	256.0
MSU1	m64474e_240201_042250/54790659/ccs	Other	47.75	197.0
MSU1	m64474e_240201_042250/122094276/ccs	Other	49.37	8919.0
MSU1	m64474e_240201_042250/76218722/ccs	Other	47.58	248.0
MSU1	m64474e_240201_042250/81855796/ccs	Other	48.68	248.0
MSU1	m64474e_240201_042250/22020873/ccs	Other	47.13	908.0
MSU1	m64474e_240201_042250/20447756/ccs	Other	57.89	42.0
MSU1	m64474e_240201_042250/69535036/ccs	Other	47.71	54681.0
MSU1	m64474e_240201_042250/138740572/ccs	Other	48.3	1058.0
MSU1	m64474e_240201_042250/67961824/ccs	Other	46.88	236.0
MSU1	m64474e_240201_042250/148046689/ccs	Other	49.02	236.0
MSU1	m64474e_240201_042250/22808281/ccs	Other	59.18	44.0
MSU1	m64474e_240201_042250/179243209/ccs	Other	59.69	44.0
MSU1	m64474e_240201_042250/76744863/ccs	Other	50.36	263.0
MSU1	m64474e_240201_042250/58787189/ccs	Other	48.4	817.0
MSU1	m64474e_240201_042250/42076546/ccs	Other	56.05	47.0
MSU1	m64474e_240201_042250/120194070/ccs	Other	51.49	6311.0
MSU1	m64474e_240201_042250/170918796/ccs	Other	49.44	8904.0
MSU1	m64474e_240201_042250/72616536/ccs	Other	47.59	224.0
MSU1	m64474e_240201_042250/180159093/ccs	Other	46.7	251.0
MSU1	m64474e_240201_042250/104859710/ccs	Other	45.62	106.0
MSU1	m64474e_240201_042250/54921967/ccs	Other	49.72	254.0
MSU1	m64474e_240201_042250/179505524/ccs	Other	58.65	42.0
MSU1	m64474e_240201_042250/177144457/ccs	Other	48.86	449.0
MSU1	m64474e_240201_042250/79366335/ccs	Other	58.65	37.0
MSU1	m64474e_240201_042250/66453523/ccs	Other	50.14	276.0
MSU1	m64474e_240201_042250/59968231/ccs	Other	45.61	19500.0
MSU1	m64474e_240201_042250/162072731/ccs	Other	49.87	2099.0
MSU1	m64474e_240201_042250/144442234/ccs	Other	46.68	18271.0
MSU1	m64474e_240201_042250/171180417/ccs	Other	48.66	233.0
MSU1	m64474e_240201_042250/72092454/ccs	Other	50.46	261.0
MSU1	m64474e_240201_042250/26149223/ccs	Other	50.07	274.0
MSU1	m64474e_240201_042250/50070254/ccs	Other	47.98	254.0
MSU1	m64474e_240201_042250/162333120/ccs	Other	51.28	255.0
MSU1	m64474e_240201_042250/20644554/ccs	Other	50.16	5567.0
MSU1	m64474e_240201_042250/101582739/ccs	Other	47.79	248.0
MSU1	m64474e_240201_042250/174720098/ccs	Other	49.31	2897.0
MSU1	m64474e_240201_042250/140379097/ccs	Other	45.68	5031.0
MSU1	m64474e_240201_042250/25167375/ccs	Other	57.84	49.0
MSU1	m64474e_240201_042250/169346799/ccs	Other	50.09	246.0
MSU1	m64474e_240201_042250/38338783/ccs	Other	49.48	257.0
MSU1	m64474e_240201_042250/88016979/ccs	Other	45.24	17000.0
MSU1	m64474e_240201_042250/176030610/ccs	Other	54.3	21548.0
MSU1	m64474e_240201_042250/2820637/ccs	Other	51.37	237.0
MSU1	m64474e_240201_042250/38012074/ccs	Other	47.42	416.0
MSU1	m64474e_240201_042250/131203592/ccs	Other	48.95	3527.0
MSU1	m64474e_240201_042250/29950564/ccs	Other	47.97	275.0
MSU1	m64474e_240201_042250/96143585/ccs	Other	58.56	31247.0
MSU1	m64474e_240201_042250/117771103/ccs	Other	54.47	21672.0
MSU1	m64474e_240201_042250/130025167/ccs	Other	49.67	3649.0
MSU1	m64474e_240201_042250/75827117/ccs	Other	48.57	2423.0
MSU1	m64474e_240201_042250/161024517/ccs	Other	50.09	38482.0
MSU1	m64474e_240201_042250/77137833/ccs	Other	59.29	37.0
MSU1	m64474e_240201_042250/24643815/ccs	Other	49.59	250.0
MSU1	m64474e_240201_042250/151586610/ccs	Other	48.96	222.0
MSU1	m64474e_240201_042250/22284843/ccs	Other	47.91	271.0
MSU1	m64474e_240201_042250/161022216/ccs	Other	50.78	234.0
MSU1	m64474e_240201_042250/50135483/ccs	Other	35.24	39.0
MSU1	m64474e_240201_042250/143919729/ccs	Other	50.8	261.0
MSU1	m64474e_240201_042250/31131052/ccs	Other	46.8	10826.0
MSU1	m64474e_240201_042250/36177789/ccs	Other	50.44	262.0
MSU1	m64474e_240201_042250/108069857/ccs	Other	48.3	255.0
MSU1	m64474e_240201_042250/78383936/ccs	Other	74.85	18.0
MSU1	m64474e_240201_042250/33161382/ccs	Other	49.4	8470.0
MSU1	m64474e_240201_042250/10553628/ccs	Other	49.46	234.0
MSU1	m64474e_240201_042250/40699601/ccs	Other	52.5	236165.0
MSU1	m64474e_240201_042250/18351061/ccs	Other	51.8	264.0
MSU1	m64474e_240201_042250/135266654/ccs	Other	49.91	64142.0
MSU1	m64474e_240201_042250/41289669/ccs	Other	45.51	1144.0
MSU1	m64474e_240201_042250/175767900/ccs	Other	50.79	264.0
MSU1	m64474e_240201_042250/133105067/ccs	Other	47.5	247.0
MSU1	m64474e_240201_042250/139264878/ccs	Other	47.61	2003.0
MSU1	m64474e_240201_042250/22087833/ccs	Other	49.56	919.0
MSU1	m64474e_240201_042250/34736800/ccs	Other	47.62	22700.0
MSU1	m64474e_240201_042250/35718686/ccs	Other	59.99	38.0
MSU1	m64474e_240201_042250/90965176/ccs	Other	51.44	265.0
MSU1	m64474e_240201_042250/124324108/ccs	Other	71.75	3.0
MSU1	m64474e_240201_042250/147981888/ccs	Other	60.71	44.0
MSU1	m64474e_240201_042250/157157958/ccs	Other	49.45	236.0
MSU1	m64474e_240201_042250/119866213/ccs	Other	48.94	264.0
MSU1	m64474e_240201_042250/140772173/ccs	Other	51.31	26816.0
MSU1	m64474e_240201_042250/127862452/ccs	Other	49.19	240.0
MSU1	m64474e_240201_042250/84478264/ccs	Other	49.5	238.0
MSU1	m64474e_240201_042250/79038674/ccs	Other	48.21	7934.0
MSU1	m64474e_240201_042250/87754550/ccs	Other	47.25	21474.0
MSU1	m64474e_240201_042250/174326611/ccs	Other	57.83	45.0
MSU1	m64474e_240201_042250/60162155/ccs	Other	48.87	2250.0
MSU1	m64474e_240201_042250/63505452/ccs	Other	49.76	221.0
MSU1	m64474e_240201_042250/52758751/ccs	Other	65.67	4.0
MSU1	m64474e_240201_042250/116984317/ccs	Other	48.2	203.0
MSU1	m64474e_240201_042250/136840353/ccs	Other	50.1	9724.0
MSU1	m64474e_240201_042250/128123218/ccs	Other	47.5	442.0
MSU1	m64474e_240201_042250/80938077/ccs	Other	49.05	212.0
MSU1	m64474e_240201_042250/69601922/ccs	Other	49.95	241.0
MSU1	m64474e_240201_042250/41551095/ccs	Other	48.53	277.0
MSU1	m64474e_240201_042250/127141449/ccs	Other	52.65	264.0
MSU1	m64474e_240201_042250/56035015/ccs	Other	56.75	49.0
MSU1	m64474e_240201_042250/172164715/ccs	Other	47.84	22544.0
MSU1	m64474e_240201_042250/97583300/ccs	Other	59.78	52.0
MSU1	m64474e_240201_042250/122881405/ccs	Other	49.08	231.0
MSU1	m64474e_240201_042250/86114472/ccs	Other	49.98	240.0
MSU1	m64474e_240201_042250/70451874/ccs	Other	49.68	246.0
MSU1	m64474e_240201_042250/17826436/ccs	Other	49.78	3302.0
MSU1	m64474e_240201_042250/23988338/ccs	Other	48.57	480.0
MSU1	m64474e_240201_042250/83690183/ccs	Other	56.23	38.0
MSU1	m64474e_240201_042250/161613027/ccs	Other	54.49	39.0
MSU1	m64474e_240201_042250/85198452/ccs	Other	46.56	5927.0
MSU1	m64474e_240201_042250/110690652/ccs	Other	49.96	256.0
MSU1	m64474e_240201_042250/80087343/ccs	Other	50.98	264.0
MSU1	m64474e_240201_042250/142278851/ccs	Other	60.79	100.0
MSU1	m64474e_240201_042250/41222479/ccs	Other	50.24	38504.0
MSU1	m64474e_240201_042250/24185054/ccs	Other	53.36	50973.0
MSU1	m64474e_240201_042250/2359686/ccs	Other	51.18	253.0
MSU1	m64474e_240201_042250/101779201/ccs	Other	47.21	1108.0
MSU1	m64474e_240201_042250/95029992/ccs	Other	46.92	2.0
MSU1	m64474e_240201_042250/161221197/ccs	Other	48.16	448.0
MSU1	m64474e_240201_042250/118032731/ccs	Other	16.68	24197.0
MSU1	m64474e_240201_042250/91292449/ccs	Other	49.57	13716.0
MSU1	m64474e_240201_042250/112591281/ccs	Other	50.66	674.0
MSU1	m64474e_240201_042250/176622083/ccs	Other	60.51	45.0
MSU1	m64474e_240201_042250/129041995/ccs	Other	43.79	39417.0
MSU1	m64474e_240201_042250/44173651/ccs	Other	48.28	384.0
MSU1	m64474e_240201_042250/54003074/ccs	Other	60.86	39.0
MSU1	m64474e_240201_042250/48038436/ccs	Other	48.85	278.0
MSU1	m64474e_240201_042250/19007886/ccs	Other	49.78	270.0
MSU1	m64474e_240201_042250/116785176/ccs	Other	48.89	2339.0
MSU1	m64474e_240201_042250/108267925/ccs	Other	49.5	3642.0
MSU1	m64474e_240201_042250/4524205/ccs	Other	48.93	250.0
MSU1	m64474e_240201_042250/105776556/ccs	Other	48.5	256.0
MSU1	m64474e_240201_042250/45941500/ccs	Other	58.24	29224.0
MSU1	m64474e_240201_042250/171772462/ccs	Other	47.48	331.0
MSU1	m64474e_240201_042250/33685677/ccs	Other	51.66	244.0
MSU1	m64474e_240201_042250/13895391/ccs	Other	45.4	9.0
MSU1	m64474e_240201_042250/149816913/ccs	Other	42.93	170.0
MSU1	m64474e_240201_042250/99745830/ccs	Other	59.47	43.0
MSU1	m64474e_240201_042250/78644674/ccs	Other	50.37	993.0
MSU1	m64474e_240201_042250/142608946/ccs	Other	48.77	285.0
MSU1	m64474e_240201_042250/145753986/ccs	Other	49.32	2227.0
MSU1	m64474e_240201_042250/21758819/ccs	Other	52.04	268.0
MSU1	m64474e_240201_042250/73599130/ccs	Other	51.37	303.0
MSU1	m64474e_240201_042250/61931838/ccs	Other	47.07	261.0
MSU1	m64474e_240201_042250/76286723/ccs	Other	49.93	4149.0
MSU1	m64474e_240201_042250/169542779/ccs	Other	60.19	29.0
MSU1	m64474e_240201_042250/123208712/ccs	Other	52.3	52349.0
MSU1	m64474e_240201_042250/129829263/ccs	Other	58.7	46.0
MSU1	m64474e_240201_042250/657302/ccs	Other	50.12	242.0
MSU1	m64474e_240201_042250/54331727/ccs	Other	55.92	33.0
MSU1	m64474e_240201_042250/84672853/ccs	Other	43.41	410.0
MSU1	m64474e_240201_042250/128452605/ccs	Other	52.25	258.0
MSU1	m64474e_240201_042250/20186663/ccs	Other	58.27	40.0
MSU1	m64474e_240201_042250/155452256/ccs	Other	51.32	272.0
MSU1	m64474e_240201_042250/144048236/ccs	Other	58.61	40.0
MSU1	m64474e_240201_042250/94240768/ccs	Other	42.4	593.0
MSU1	m64474e_240201_042250/158663074/ccs	Other	58.76	44.0
MSU1	m64474e_240201_042250/138545735/ccs	Other	50.49	246.0
MSU1	m64474e_240201_042250/150077814/ccs	Other	48.72	935.0
MSU1	m64474e_240201_042250/39258426/ccs	Other	59.27	51.0
MSU1	m64474e_240201_042250/54198332/ccs	Other	49.69	62708.0
MSU1	m64474e_240201_042250/31786051/ccs	Other	49.39	207.0
MSU1	m64474e_240201_042250/80611180/ccs	Other	48.45	746.0
MSU1	m64474e_240201_042250/59703424/ccs	Other	48.12	12768.0
MSU1	m64474e_240201_042250/85920203/ccs	Other	72.74	33.0
MSU1	m64474e_240201_042250/106431591/ccs	Other	56.32	32365.0
MSU1	m64474e_240201_042250/153290176/ccs	Other	49.51	247.0
MSU1	m64474e_240201_042250/34080107/ccs	Other	48.07	347.0
MSU1	m64474e_240201_042250/32965466/ccs	Other	49.32	272.0
MSU1	m64474e_240201_042250/53742182/ccs	Other	54.89	42.0
MSU1	m64474e_240201_042250/84280321/ccs	Other	54.4	22285.0
MSU1	m64474e_240201_042250/11534891/ccs	Other	49.31	449.0
MSU1	m64474e_240201_042250/144770558/ccs	Other	52.03	251.0
MSU1	m64474e_240201_042250/134940501/ccs	Other	51.11	259.0
MSU1	m64474e_240201_042250/156959598/ccs	Other	47.3	216.0
MSU1	m64474e_240201_042250/33621037/ccs	Other	50.44	264.0
MSU1	m64474e_240201_042250/77267771/ccs	Other	50.57	4674.0
MSU1	m64474e_240201_042250/115213895/ccs	Other	48.87	2112.0
MSU1	m64474e_240201_042250/113049872/ccs	Other	49.89	231.0
MSU1	m64474e_240201_042250/118686077/ccs	Other	49.54	453.0
MSU1	m64474e_240201_042250/157681475/ccs	Other	46.35	250.0
MSU1	m64474e_240201_042250/168560474/ccs	Other	51.01	272.0
MSU1	m64474e_240201_042250/174130337/ccs	Other	48.8	4566.0
MSU1	m64474e_240201_042250/160629715/ccs	Other	49.76	349.0
MSU1	m64474e_240201_042250/39912002/ccs	Other	49.26	241.0
MSU1	m64474e_240201_042250/128124760/ccs	Other	54.68	3480.0
MSU1	m64474e_240201_042250/173474325/ccs	Other	49.58	384.0
MSU1	m64474e_240201_042250/42796308/ccs	Other	58.68	48.0
MSU1	m64474e_240201_042250/122356751/ccs	Other	44.19	237.0
MSU1	m64474e_240201_042250/98502674/ccs	Other	56.55	47.0
MSU1	m64474e_240201_042250/143329787/ccs	Other	59.93	46.0
MSU1	m64474e_240201_042250/153160058/ccs	Other	47.76	7989.0
MSU1	m64474e_240201_042250/28902295/ccs	Other	59.78	36.0
MSU1	m64474e_240201_042250/128844599/ccs	Other	58.7	40.0
MSU1	m64474e_240201_042250/68419933/ccs	Other	50.55	226.0
MSU1	m64474e_240201_042250/117637148/ccs	Other	46.74	233.0
MSU1	m64474e_240201_042250/152371698/ccs	Other	48.69	247.0
MSU1	m64474e_240201_042250/11927640/ccs	Other	61.39	37.0
MSU1	m64474e_240201_042250/158139302/ccs	Other	49.54	1623.0
MSU1	m64474e_240201_042250/16779778/ccs	Other	49.18	475.0
MSU1	m64474e_240201_042250/175310001/ccs	Other	50.37	261.0
MSU1	m64474e_240201_042250/163775011/ccs	Other	51.96	261.0
MSU1	m64474e_240201_042250/18809020/ccs	Other	48.0	707.0
MSU1	m64474e_240201_042250/87164460/ccs	Other	45.32	799.0
MSU1	m64474e_240201_042250/17499231/ccs	Other	48.08	266.0
MSU1	m64474e_240201_042250/26608096/ccs	Other	47.86	255.0
MSU1	m64474e_240201_042250/159056505/ccs	Other	51.92	275.0
MSU1	m64474e_240201_042250/103088209/ccs	Other	47.89	280.0
MSU1	m64474e_240201_042250/103549530/ccs	Other	55.06	3488.0
MSU1	m64474e_240201_042250/99615734/ccs	Other	47.67	499.0
MSU1	m64474e_240201_042250/11338969/ccs	Other	48.36	965.0
MSU1	m64474e_240201_042250/62718717/ccs	Other	49.12	244.0
MSU1	m64474e_240201_042250/721651/ccs	Other	49.88	280.0
MSU1	m64474e_240201_042250/151456598/ccs	Other	48.17	229.0
MSU1	m64474e_240201_042250/81659736/ccs	Other	50.17	240.0
MSU1	m64474e_240201_042250/18876332/ccs	Other	69.73	11.0
MSU1	m64474e_240201_042250/138611531/ccs	Other	50.6	258.0
MSU1	m64474e_240201_042250/138019844/ccs	Other	47.26	29892.0
MSU1	m64474e_240201_042250/138346571/ccs	Other	48.03	245.0
MSU1	m64474e_240201_042250/55706207/ccs	Other	49.12	62717.0
MSU1	m64474e_240201_042250/55904327/ccs	Other	49.79	1101.0
MSU1	m64474e_240201_042250/155256809/ccs	Other	47.88	265.0
MSU1	m64474e_240201_042250/112330613/ccs	Other	48.88	243.0
MSU1	m64474e_240201_042250/107023059/ccs	Other	50.16	159000.0
MSU1	m64474e_240201_042250/112396964/ccs	Other	49.24	4277.0
MSU1	m64474e_240201_042250/17041231/ccs	Other	58.79	30374.0
MSU1	m64474e_240201_042250/22741805/ccs	Other	50.43	244.0
MSU1	m64474e_240201_042250/36504849/ccs	Other	50.01	263.0
MSU1	m64474e_240201_042250/175638926/ccs	Other	46.54	88247.0
MSU1	m64474e_240201_042250/110428977/ccs	Other	49.6	260.0
MSU1	m64474e_240201_042250/148178583/ccs	Other	59.56	43.0
MSU1	m64474e_240201_042250/164890175/ccs	Other	37.11	28.0
MSU1	m64474e_240201_042250/52496010/ccs	Other	49.17	4505.0
MSU1	m64474e_240201_042250/12780288/ccs	Other	49.58	8775.0
MSU1	m64474e_240201_042250/41813053/ccs	Other	56.12	44.0
MSU1	m64474e_240201_042250/74973561/ccs	Other	49.25	261.0
MSU1	m64474e_240201_042250/115476222/ccs	Other	48.06	210.0
MSU1	m64474e_240201_042250/83363067/ccs	Other	52.4	291.0
MSU1	m64474e_240201_042250/112068308/ccs	Other	46.43	795.0
MSU1	m64474e_240201_042250/95421184/ccs	Other	46.87	447.0
MSU1	m64474e_240201_042250/40306628/ccs	Other	49.14	257.0
MSU1	m64474e_240201_042250/4654605/ccs	Other	49.16	267.0
MSU1	m64474e_240201_042250/126550969/ccs	Other	59.13	42.0
MSU1	m64474e_240201_042250/5769132/ccs	Other	50.05	288.0
MSU1	m64474e_240201_042250/133366870/ccs	Other	18.01	24084.0
MSU1	m64474e_240201_042250/92996507/ccs	Other	50.28	2198.0
MSU1	m64474e_240201_042250/7013957/ccs	Other	49.84	238.0
MSU1	m64474e_240201_042250/138414632/ccs	Other	53.21	31012.0
MSU1	m64474e_240201_042250/86049223/ccs	Other	48.74	274.0
MSU1	m64474e_240201_042250/46203342/ccs	Other	53.36	785.0
MSU1	m64474e_240201_042250/136643989/ccs	Other	47.59	218.0
MSU1	m64474e_240201_042250/82183469/ccs	Other	18.81	24058.0
MSU1	m64474e_240201_042250/63046436/ccs	Other	49.06	1543.0
MSU1	m64474e_240201_042250/42469305/ccs	Other	49.51	257.0
MSU1	m64474e_240201_042250/65929271/ccs	Other	71.84	8.0
MSU1	m64474e_240201_042250/59902532/ccs	Other	53.12	254.0
MSU1	m64474e_240201_042250/101320406/ccs	Other	49.19	255.0
MSU1	m64474e_240201_042250/57279544/ccs	Other	47.35	720.0
MSU1	m64474e_240201_042250/141951314/ccs	Other	48.23	232.0
MSU1	m64474e_240201_042250/172557451/ccs	Other	52.33	52067.0
MSU1	m64474e_240201_042250/2820618/ccs	Other	50.09	8690.0
MSU1	m64474e_240201_042250/62588545/ccs	Other	49.99	261.0
MSU1	m64474e_240201_042250/63046327/ccs	Other	45.09	269.0
MSU1	m64474e_240201_042250/156304052/ccs	Other	50.28	266.0
MSU1	m64474e_240201_042250/139592401/ccs	Other	49.48	276.0
MSU1	m64474e_240201_042250/115474688/ccs	Other	49.03	488.0
MSU1	m64474e_240201_042250/8915503/ccs	Other	46.65	28684.0
MSU1	m64474e_240201_042250/98304325/ccs	Other	46.41	28693.0
MSU1	m64474e_240201_042250/117507825/ccs	Other	47.47	27611.0
MSU1	m64474e_240201_042250/145032393/ccs	Other	49.59	49626.0
MSU1	m64474e_240201_042250/45089108/ccs	Other	51.02	252.0
MSU1	m64474e_240201_042250/99420180/ccs	Other	50.68	263.0
MSU1	m64474e_240201_042250/127205442/ccs	Other	58.8	30933.0
MSU1	m64474e_240201_042250/88082728/ccs	Other	47.91	253.0
MSU1	m64474e_240201_042250/81134284/ccs	Other	48.88	284.0
MSU1	m64474e_240201_042250/3998540/ccs	Other	50.01	2330.0
MSU1	m64474e_240201_042250/176685764/ccs	Other	48.14	269.0
MSU1	m64474e_240201_042250/74252571/ccs	Other	53.44	39.0
MSU1	m64474e_240201_042250/87229804/ccs	Other	58.62	35.0
MSU1	m64474e_240201_042250/179241456/ccs	Other	49.18	247.0
MSU1	m64474e_240201_042250/71960809/ccs	Other	48.05	243.0
MSU1	m64474e_240201_042250/40175416/ccs	Other	49.47	59304.0
MSU1	m64474e_240201_042250/94832540/ccs	Other	68.81	7.0
MSU1	m64474e_240201_042250/103088303/ccs	Other	49.28	224.0
MSU1	m64474e_240201_042250/112724378/ccs	Other	48.81	2589.0
MSU1	m64474e_240201_042250/57147984/ccs	Other	57.4	48.0
MSU1	m64474e_240201_042250/134218173/ccs	Other	48.14	298.0
MSU1	m64474e_240201_042250/125633448/ccs	Other	48.85	239.0
MSU1	m64474e_240201_042250/57147860/ccs	Other	47.69	36.0
MSU1	m64474e_240201_042250/122161737/ccs	Other	49.76	8766.0
MSU1	m64474e_240201_042250/116722086/ccs	Other	49.52	257.0
MSU1	m64474e_240201_042250/111020496/ccs	Other	49.91	247.0
MSU1	m64474e_240201_042250/25428724/ccs	Pseudomonadota	68.39	130.0
MSU1	m64474e_240201_042250/18875424/ccs	Pseudomonadota	59.88	215.0
MSU1	m64474e_240201_042250/40632728/ccs	Pseudomonadota	49.0	267.0
MSU1	m64474e_240201_042250/91686454/ccs	Pseudomonadota	59.55	218.0
MSU1	m64474e_240201_042250/85657849/ccs	Pseudomonadota	51.7	10807.0
MSU1	m64474e_240201_042250/65931983/ccs	Pseudomonadota	69.14	128.0
MSU1	m64474e_240201_042250/30279359/ccs	Pseudomonadota	49.4	240.0
MSU1	m64474e_240201_042250/176031505/ccs	Pseudomonadota	47.72	705.0
MSU1	m64474e_240201_042250/62980140/ccs	Pseudomonadota	60.1	49.0
MSU1	m64474e_240201_042250/139854324/ccs	Pseudomonadota	58.92	30.0
MSU1	m64474e_240201_042250/61932127/ccs	Pseudomonadota	46.73	259.0
MSU1	m64474e_240201_042250/93585657/ccs	Pseudomonadota	60.03	228.0
MSU1	m64474e_240201_042250/67961861/ccs	Pseudomonadota	47.38	1194.0
MSU1	m64474e_240201_042250/41025895/ccs	Pseudomonadota	60.19	242.0
MSU1	m64474e_240201_042250/166003072/ccs	Pseudomonadota	68.25	67.0
MSU1	m64474e_240201_042250/103089976/ccs	Pseudomonadota	65.88	24.0
MSU1	m64474e_240201_042250/46858851/ccs	Pseudomonadota	59.37	196.0
MSU1	m64474e_240201_042250/117835065/ccs	Pseudomonadota	62.86	48.0
MSU1	m64474e_240201_042250/176687414/ccs	Pseudomonadota	55.88	217.0
MSU1	m64474e_240201_042250/64553501/ccs	Pseudomonadota	59.12	237.0
MSU1	m64474e_240201_042250/82315266/ccs	Pseudomonadota	52.0	284.0
MSU1	m64474e_240201_042250/53151253/ccs	Pseudomonadota	64.47	97.0
MSU1	m64474e_240201_042250/153553698/ccs	Pseudomonadota	54.16	48.0
MSU1	m64474e_240201_042250/92340610/ccs	Pseudomonadota	57.13	53.0
MSU1	m64474e_240201_042250/148113470/ccs	Pseudomonadota	48.92	818.0
MSU1	m64474e_240201_042250/135464395/ccs	Pseudomonadota	71.31	1.0
MSU1	m64474e_240201_042250/89785997/ccs	Pseudomonadota	71.19	5.0
MSU1	m64474e_240201_042250/164562296/ccs	Pseudomonadota	61.73	15.0
MSU1	m64474e_240201_042250/19531042/ccs	Pseudomonadota	56.73	61.0
MSU1	m64474e_240201_042250/22283940/ccs	Pseudomonadota	57.05	50.0
MSU1	m64474e_240201_042250/98108687/ccs	Pseudomonadota	56.85	17.0
MSU1	m64474e_240201_042250/99812388/ccs	Pseudomonadota	58.32	199.0
MSU1	m64474e_240201_042250/15467252/ccs	Pseudomonadota	60.42	210.0
MSU1	m64474e_240201_042250/32770003/ccs	Pseudomonadota	51.61	541.0
MSU1	m64474e_240201_042250/37226239/ccs	Pseudomonadota	58.54	205.0
MSU1	m64474e_240201_042250/167117583/ccs	Pseudomonadota	48.47	242.0
MSU1	m64474e_240201_042250/3672049/ccs	Pseudomonadota	45.97	26.0
MSU1	m64474e_240201_042250/72551060/ccs	Pseudomonadota	55.87	4.0
MSU1	m64474e_240201_042250/43385496/ccs	Pseudomonadota	49.24	464.0
MSU1	m64474e_240201_042250/103090225/ccs	Pseudomonadota	44.72	5.0
MSU1	m64474e_240201_042250/122159668/ccs	Pseudomonadota	62.76	58.0
MSU1	m64474e_240201_042250/62784762/ccs	Pseudomonadota	58.06	243.0
MSU1	m64474e_240201_042250/100401979/ccs	Pseudomonadota	60.0	217.0
MSU1	m64474e_240201_042250/87886472/ccs	Pseudomonadota	55.36	179.0
MSU1	m64474e_240201_042250/158271001/ccs	Pseudomonadota	51.63	253.0
MSU1	m64474e_240201_042250/141296480/ccs	Pseudomonadota	66.39	36.0
MSU1	m64474e_240201_042250/112593445/ccs	Pseudomonadota	64.89	2.0
MSU1	m64474e_240201_042250/90767949/ccs	Pseudomonadota	59.72	1.0
MSU1	m64474e_240201_042250/172622559/ccs	Pseudomonadota	63.62	13.0
MSU1	m64474e_240201_042250/125174526/ccs	Pseudomonadota	64.51	21.0
MSU1	m64474e_240201_042250/173934431/ccs	Pseudomonadota	59.91	178.0
