id	source	Description
Peff-26_001_000380.1	eggnog	Oligosaccharyl transferase STT3 subunit
Peff-26_001_001077.1	eggnog	Protein tyrosine kinase
Peff-26_001_000381.1	eggnog	Protein of unknown function (DUF971)
Peff-26_001_001076.1	eggnog	Protein tyrosine kinase
Peff-26_001_001075.1	eggnog	ATP dependent DNA ligase C terminal region
Peff-26_001_000382.1	eggnog	PA26 p53-induced protein (sestrin)
Peff-26_001_001074.1	eggnog	RIO1 family
Peff-26_001_001073.1	eggnog	domain-containing protein
Peff-26_001_001072.1	eggnog	Transmembrane amino acid transporter protein
Peff-26_001_000383.1	eggnog	domain-containing protein
Peff-26_001_000384.1	eggnog	GTPase activator activity
Peff-26_001_001071.1	eggnog	snRNP Sm proteins
Peff-26_001_000385.1	blastp	Homology to Peronospora effusa predicted protein UIZ20584.1
Peff-26_001_001070.1	eggnog	metallopeptidase activity
Peff-26_001_001069.1	eggnog	Lecithin retinol acyltransferase
Peff-26_001_001068.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_001067.1	blastp	Homology to Plasmopara halstedii predicted protein XP_024584434.1
Peff-26_001_000386.1	eggnog	Transmembrane amino acid transporter protein
Peff-26_001_001066.1	eggnog	Ankyrin repeat
Peff-26_001_000387.1	interproscan	PTHR21521 domain-containing protein
Peff-26_001_000388.1	eggnog	Uncharacterised ACR, YagE family COG1723
Peff-26_001_000389.1	eggnog	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis
Peff-26_001_000390.1	eggnog	Protein of unknown function DUF89
Peff-26_001_000391.1	eggnog	Protein kinase C conserved region 2 (CalB)
Peff-26_001_001065.1	eggnog	maintenance of transcriptional fidelity during DNA-templated transcription elongation from RNA polymerase II promoter
Peff-26_001_000392.1	eggnog	domain-containing protein
Peff-26_001_000393.1	eggnog	short chain dehydrogenase
Peff-26_001_001064.1	eggnog	Belongs to the class I-like SAM-binding methyltransferase superfamily
Peff-26_001_000394.1	eggnog	Enoyl-(Acyl carrier protein) reductase
Peff-26_001_001063.1	eggnog	Hydrolyzes ATP, and can also hydrolyze GTP with lower efficiency
Peff-26_001_001062.1	eggnog	Domain of unknown function (DUF4807)
Peff-26_001_000395.1	eggnog	Serine carboxypeptidase
Peff-26_001_000396.1	eggnog	Serine carboxypeptidase
Peff-26_001_001061.1	eggnog	ZIP Zinc transporter
Peff-26_001_000397.1	eggnog	Amidohydrolase family
Peff-26_001_000398.1	eggnog	domain-containing protein
Peff-26_001_000399.1	eggnog	early endosome to Golgi transport
Peff-26_001_001060.1	interproscan	PTHR37066 domain-containing protein
Peff-26_001_001059.1	eggnog	protein folding (dnajc16)
Peff-26_001_001058.1	eggnog	protein folding (dnajc16)
Peff-26_001_000400.1	interproscan	PTHR14594 domain-containing protein
Peff-26_001_000401.1	blastp	Homology to Peronospora effusa predicted protein RMX67806.1
Peff-26_001_000402.1	eggnog	domain-containing protein
Peff-26_001_000403.1	eggnog	domain-containing protein
Peff-26_001_000404.1	eggnog	domain-containing protein
Peff-26_001_001057.1	eggnog	protein serine/threonine phosphatase activity
Peff-26_001_001056.1	eggnog	protein serine/threonine phosphatase activity
Peff-26_001_000405.1	eggnog	domain-containing protein
Peff-26_001_000406.1	eggnog	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates
Peff-26_001_001055.1	eggnog	Domain Homologous to E6-AP Carboxyl Terminus with
Peff-26_001_000407.1	eggnog	Protein tyrosine kinase
Peff-26_001_001054.1	blastp	Homology to Peronospora effusa predicted protein CAI5723377.1
Peff-26_001_001053.1	blastp	Homology to Peronospora effusa predicted protein CAI5723373.1
Peff-26_001_001052.1	interproscan	PTHR35796 domain-containing protein
Peff-26_001_001051.1	blastp	Homology to Peronospora effusa predicted protein RMX67814.1
Peff-26_001_000408.1	eggnog	nucleus-vacuole junction assembly (ARMC3)
Peff-26_001_000409.1	interproscan	PTHR46725 domain-containing protein
Peff-26_001_001050.1	eggnog	domain-containing protein (PPP2CA)
Peff-26_001_001049.1	eggnog	Phosphate acyltransferases
Peff-26_001_000410.1	eggnog	C-terminal domain of alpha-glycerophosphate oxidase
Peff-26_001_000411.1	eggnog	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis
Peff-26_001_001048.1	eggnog	Inorganic H+ pyrophosphatase
Peff-26_001_000412.1	eggnog	domain-containing protein
Peff-26_001_000413.1	eggnog	Subunit CCDC53 of WASH complex
Peff-26_001_000414.1	blastp	Homology to Peronospora farinosa predicted protein CAH0484371.1
Peff-26_001_000415.1	eggnog	Conserved gene of
Peff-26_001_001047.1	eggnog	Coiled-coil domain-containing protein 124
Peff-26_001_000416.1	eggnog	Sir2 family
Peff-26_001_001046.1	eggnog	domain-containing protein
Peff-26_001_001045.1	eggnog	Calcium-activated chloride channel
Peff-26_001_000417.1	eggnog	Alpha/beta hydrolase family
Peff-26_001_001044.1	blastp	Homology to Peronospora effusa predicted protein UIZ20664.1
Peff-26_001_001043.1	eggnog	1-aminocyclopropane-1-carboxylate deaminase activity
Peff-26_001_000418.1	eggnog	Extension to Ser/Thr-type protein kinases
Peff-26_001_001042.1	eggnog	domain-containing protein
Peff-26_001_000419.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000420.1	eggnog	ABC transporter
Peff-26_001_000421.1	eggnog	Ribosomal protein S24e
Peff-26_001_001041.1	eggnog	retrograde transport, endosome to Golgi
Peff-26_001_000422.1	eggnog	Lung seven transmembrane receptor
Peff-26_001_001040.1	eggnog	Gamma interferon inducible lysosomal thiol reductase (GILT)
Peff-26_001_001039.1	blastp	Homology to Peronospora effusa predicted protein UIZ20989.1
Peff-26_001_000423.1	interproscan	PTHR16231 domain-containing protein
Peff-26_001_000424.1	eggnog	domain-containing protein
Peff-26_001_001038.1	blastp	Homology to Peronospora effusa predicted protein CAI5723239.1
Peff-26_001_001037.1	eggnog	PhoX homologous domain, present in p47phox and p40phox
Peff-26_001_001036.1	eggnog	Acyl-CoA oxidase
Peff-26_001_000425.1	eggnog	Histone deacetylase (HDAC) interacting
Peff-26_001_001035.1	eggnog	domain-containing protein
Peff-26_001_000426.1	eggnog	Bifunctional enzyme
Peff-26_001_000427.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000428.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000429.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000430.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_001034.1	eggnog	domain-containing protein
Peff-26_001_001033.1	eggnog	Phosphorylase superfamily
Peff-26_001_001032.1	blastp	Homology to Peronospora effusa predicted protein UIZ21727.1
Peff-26_001_000431.1	eggnog	Quinolinate synthetase A protein
Peff-26_001_000432.1	eggnog	Glycosyl hydrolase family 7
Peff-26_001_000433.1	eggnog	E2-like enzyme which forms an intermediate with UFM1 via a thioester linkage
Peff-26_001_001031.1	interproscan	PTHR31827 domain-containing protein
Peff-26_001_001030.1	eggnog	ATP-dependent DNA helicase activity
Peff-26_001_000434.1	interproscan	PTHR47718 domain-containing protein
Peff-26_001_001029.1	eggnog	ATPase family associated with various cellular activities (AAA)
Peff-26_001_000435.1	eggnog	domain-containing protein
Peff-26_001_000436.1	blastp	Homology to Peronospora effusa predicted protein UIZ21136.1
Peff-26_001_001028.1	eggnog	structural constituent of ribosome (RPL27A)
Peff-26_001_000437.1	eggnog	WD40 repeats
Peff-26_001_001027.1	blastp	Homology to Peronospora farinosa predicted protein CAH0484327.1
Peff-26_001_000438.1	blastp	Homology to Peronospora effusa predicted protein CAI5723158.1
Peff-26_001_000439.1	blastp	Homology to Peronospora effusa predicted protein CAI5723155.1
Peff-26_001_000440.1	blastp	Homology to Peronospora effusa predicted protein CAI5723158.1
Peff-26_001_000441.1	blastp	Homology to Peronospora effusa predicted protein CAI5723155.1
Peff-26_001_000442.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000443.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_001026.1	eggnog	Trehalase
Peff-26_001_001025.1	interproscan	SSF53335 domain-containing protein
Peff-26_001_000444.1	eggnog	Tyrosine phosphatase family
Peff-26_001_001024.1	eggnog	Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis
Peff-26_001_001023.1	eggnog	domain-containing protein
Peff-26_001_000445.1	eggnog	domain-containing protein
Peff-26_001_000446.1	eggnog	Trehalase
Peff-26_001_001022.1	eggnog	Eukaryotic initiation factor 4E
Peff-26_001_000447.1	eggnog	Protein of unknown function (DUF229)
Peff-26_001_001021.1	blastp	Homology to Peronospora effusa predicted protein RMX64179.1
Peff-26_001_001020.1	eggnog	domain-containing protein
Peff-26_001_000448.1	eggnog	Trehalose-phosphatase
Peff-26_001_000449.1	interproscan	PTHR37327 domain-containing protein
Peff-26_001_001019.1	eggnog	Domain with 2 conserved Trp (W) residues
Peff-26_001_001018.1	eggnog	Ubiquitin-conjugating enzyme E2, catalytic domain homologues
Peff-26_001_000450.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_001017.1	blastp	Homology to Peronospora effusa predicted protein UIZ20717.1
Peff-26_001_001016.1	blastp	Homology to Peronospora effusa predicted protein UIZ21093.1
Peff-26_001_001015.1	blastp	Homology to Peronospora effusa predicted protein UIZ21093.1
Peff-26_001_001014.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_001013.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_001012.1	blastp	Homology to Peronospora effusa predicted protein UIZ20308.1
Peff-26_001_001011.1	blastp	Homology to Peronospora effusa predicted protein UIZ20313.1
Peff-26_001_001010.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_001009.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_001008.1	blastp	Homology to Peronospora effusa predicted protein UIZ21093.1
Peff-26_001_001007.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_001006.1	blastp	Homology to Peronospora effusa predicted protein UIZ20308.1
Peff-26_001_001005.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_001004.1	blastp	Homology to Peronospora effusa predicted protein UIZ21093.1
Peff-26_001_001003.1	blastp	Homology to Peronospora effusa predicted protein UIZ20308.1
Peff-26_001_001002.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_001001.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_001000.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000999.1	blastp	Homology to Peronospora effusa predicted protein UIZ21093.1
Peff-26_001_000998.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000997.1	blastp	Homology to Peronospora effusa predicted protein UIZ20308.1
Peff-26_001_000996.1	blastp	Homology to Peronospora effusa predicted protein UIZ20309.1
Peff-26_001_000995.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000994.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000993.1	blastp	Homology to Peronospora effusa predicted protein UIZ20313.1
Peff-26_001_000992.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000991.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000990.1	blastp	Homology to Peronospora effusa predicted protein UIZ21093.1
Peff-26_001_000989.1	blastp	Homology to Peronospora effusa predicted protein UIZ21093.1
Peff-26_001_000988.1	blastp	Homology to Peronospora effusa predicted protein UIZ20312.1
Peff-26_001_000987.1	blastp	Homology to Peronospora effusa predicted protein UIZ20313.1
Peff-26_001_000986.1	blastp	Homology to Peronospora effusa predicted protein UIZ20313.1
Peff-26_001_000985.1	blastp	Homology to Peronospora effusa predicted protein UIZ21093.1
Peff-26_001_000984.1	blastp	Homology to Peronospora effusa predicted protein UIZ21093.1
Peff-26_001_000983.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000982.1	blastp	Homology to Peronospora effusa predicted protein UIZ20312.1
Peff-26_001_000981.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000980.1	blastp	Homology to Peronospora effusa predicted protein UIZ20313.1
Peff-26_001_000979.1	blastp	Homology to Peronospora effusa predicted protein UIZ20313.1
Peff-26_001_000978.1	blastp	Homology to Peronospora effusa predicted protein UIZ20308.1
Peff-26_001_000977.1	blastp	Homology to Peronospora effusa predicted protein UIZ20312.1
Peff-26_001_000976.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000975.1	blastp	Homology to Peronospora effusa predicted protein UIZ21093.1
Peff-26_001_000974.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000973.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000972.1	blastp	Homology to Peronospora effusa predicted protein UIZ20308.1
Peff-26_001_000971.1	blastp	Homology to Peronospora effusa predicted protein UIZ20305.1
Peff-26_001_000970.1	blastp	Homology to Peronospora effusa predicted protein UIZ20313.1
Peff-26_001_000969.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000968.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000967.1	blastp	Homology to Peronospora effusa predicted protein UIZ20312.1
Peff-26_001_000966.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000965.1	blastp	Homology to Peronospora effusa predicted protein UIZ20308.1
Peff-26_001_000964.1	blastp	Homology to Peronospora effusa predicted protein UIZ20312.1
Peff-26_001_000963.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000962.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000961.1	blastp	Homology to Peronospora effusa predicted protein UIZ21093.1
Peff-26_001_000960.1	blastp	Homology to Peronospora effusa predicted protein UIZ20312.1
Peff-26_001_000959.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000958.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000957.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000956.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000955.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000954.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000953.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000952.1	blastp	Homology to Peronospora effusa predicted protein UIZ20308.1
Peff-26_001_000951.1	blastp	Homology to Peronospora effusa predicted protein UIZ20305.1
Peff-26_001_000950.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000949.1	blastp	Homology to Peronospora effusa predicted protein UIZ20308.1
Peff-26_001_000948.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000947.1	blastp	Homology to Peronospora effusa predicted protein UIZ20308.1
Peff-26_001_000946.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000945.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000944.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000943.1	blastp	Homology to Peronospora effusa predicted protein UIZ20308.1
Peff-26_001_000942.1	blastp	Homology to Peronospora effusa predicted protein UIZ20312.1
Peff-26_001_000941.1	blastp	Homology to Peronospora effusa predicted protein UIZ20308.1
Peff-26_001_000940.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000939.1	blastp	Homology to Peronospora effusa predicted protein UIZ20305.1
Peff-26_001_000938.1	blastp	Homology to Peronospora effusa predicted protein UIZ20308.1
Peff-26_001_000937.1	blastp	Homology to Peronospora effusa predicted protein UIZ20312.1
Peff-26_001_000936.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000935.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000934.1	blastp	Homology to Peronospora effusa predicted protein UIZ20313.1
Peff-26_001_000933.1	blastp	Homology to Peronospora effusa predicted protein UIZ21093.1
Peff-26_001_000932.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000931.1	blastp	Homology to Peronospora effusa predicted protein UIZ20313.1
Peff-26_001_000930.1	blastp	Homology to Peronospora effusa predicted protein UIZ20313.1
Peff-26_001_000929.1	blastp	Homology to Peronospora effusa predicted protein UIZ20312.1
Peff-26_001_000928.1	blastp	Homology to Peronospora effusa predicted protein UIZ20312.1
Peff-26_001_000927.1	blastp	Homology to Peronospora effusa predicted protein UIZ20312.1
Peff-26_001_000926.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000925.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000924.1	blastp	Homology to Peronospora effusa predicted protein UIZ20312.1
Peff-26_001_000923.1	blastp	Homology to Peronospora effusa predicted protein UIZ20313.1
Peff-26_001_000922.1	blastp	Homology to Peronospora effusa predicted protein UIZ20313.1
Peff-26_001_000921.1	blastp	Homology to Peronospora effusa predicted protein UIZ20308.1
Peff-26_001_000920.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000919.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000918.1	blastp	Homology to Peronospora effusa predicted protein UIZ20308.1
Peff-26_001_000917.1	blastp	Homology to Peronospora effusa predicted protein UIZ20717.1
Peff-26_001_000916.1	blastp	Homology to Peronospora effusa predicted protein UIZ21093.1
Peff-26_001_000915.1	blastp	Homology to Peronospora effusa predicted protein UIZ20305.1
Peff-26_001_000914.1	blastp	Homology to Peronospora effusa predicted protein UIZ20305.1
Peff-26_001_000913.1	blastp	Homology to Peronospora effusa predicted protein UIZ20305.1
Peff-26_001_000912.1	blastp	Homology to Peronospora effusa predicted protein UIZ20312.1
Peff-26_001_000911.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000910.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000909.1	blastp	Homology to Peronospora effusa predicted protein UIZ20313.1
Peff-26_001_000908.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000907.1	blastp	Homology to Peronospora effusa predicted protein UIZ20313.1
Peff-26_001_000906.1	blastp	Homology to Peronospora effusa predicted protein UIZ20308.1
Peff-26_001_000905.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000904.1	blastp	Homology to Peronospora effusa predicted protein UIZ20305.1
Peff-26_001_000903.1	blastp	Homology to Peronospora effusa predicted protein UIZ20313.1
Peff-26_001_000902.1	blastp	Homology to Peronospora effusa predicted protein UIZ20305.1
Peff-26_001_000901.1	blastp	Homology to Peronospora effusa predicted protein UIZ20313.1
Peff-26_001_000900.1	blastp	Homology to Peronospora effusa predicted protein UIZ20308.1
Peff-26_001_000899.1	blastp	Homology to Peronospora effusa predicted protein UIZ21093.1
Peff-26_001_000898.1	blastp	Homology to Peronospora effusa predicted protein UIZ20312.1
Peff-26_001_000897.1	blastp	Homology to Peronospora effusa predicted protein UIZ21093.1
Peff-26_001_000896.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000895.1	blastp	Homology to Peronospora effusa predicted protein UIZ20308.1
Peff-26_001_000894.1	blastp	Homology to Peronospora effusa predicted protein UIZ21093.1
Peff-26_001_000893.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000892.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000891.1	blastp	Homology to Peronospora effusa predicted protein UIZ20308.1
Peff-26_001_000890.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000889.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000888.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000887.1	blastp	Homology to Peronospora effusa predicted protein UIZ20312.1
Peff-26_001_000886.1	blastp	Homology to Peronospora effusa predicted protein UIZ20313.1
Peff-26_001_000885.1	blastp	Homology to Peronospora effusa predicted protein UIZ20313.1
Peff-26_001_000884.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000883.1	blastp	Homology to Peronospora effusa predicted protein UIZ20308.1
Peff-26_001_000882.1	blastp	Homology to Peronospora effusa predicted protein UIZ20312.1
Peff-26_001_000881.1	blastp	Homology to Peronospora effusa predicted protein UIZ21093.1
Peff-26_001_000880.1	blastp	Homology to Peronospora effusa predicted protein UIZ20308.1
Peff-26_001_000879.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000878.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000877.1	blastp	Homology to Peronospora effusa predicted protein UIZ20312.1
Peff-26_001_000876.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000875.1	blastp	Homology to Peronospora effusa predicted protein UIZ20308.1
Peff-26_001_000874.1	blastp	Homology to Peronospora effusa predicted protein UIZ20312.1
Peff-26_001_000873.1	blastp	Homology to Peronospora effusa predicted protein UIZ21093.1
Peff-26_001_000872.1	blastp	Homology to Peronospora effusa predicted protein UIZ20313.1
Peff-26_001_000871.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000870.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000869.1	blastp	Homology to Peronospora effusa predicted protein UIZ20308.1
Peff-26_001_000868.1	blastp	Homology to Peronospora effusa predicted protein UIZ20717.1
Peff-26_001_000867.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000866.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000865.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000864.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000863.1	blastp	Homology to Peronospora effusa predicted protein UIZ20313.1
Peff-26_001_000862.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000861.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000860.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000859.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000858.1	blastp	Homology to Peronospora effusa predicted protein UIZ20313.1
Peff-26_001_000857.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000856.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000855.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000854.1	blastp	Homology to Peronospora effusa predicted protein UIZ20313.1
Peff-26_001_000853.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000852.1	blastp	Homology to Peronospora effusa predicted protein UIZ20308.1
Peff-26_001_000851.1	blastp	Homology to Peronospora effusa predicted protein UIZ20312.1
Peff-26_001_000850.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000849.1	blastp	Homology to Peronospora effusa predicted protein UIZ20304.1
Peff-26_001_000848.1	blastp	Homology to Peronospora effusa predicted protein UIZ20717.1
Peff-26_001_000847.1	blastp	Homology to Peronospora effusa predicted protein UIZ20314.1
Peff-26_001_000846.1	blastp	Homology to Peronospora effusa predicted protein UIZ21093.1
Peff-26_001_000845.1	blastp	Homology to Peronospora effusa predicted protein UIZ20308.1
Peff-26_001_000844.1	blastp	Homology to Peronospora effusa predicted protein UIZ20313.1
Peff-26_001_000843.1	blastp	Homology to Peronospora effusa predicted protein UIZ20308.1
Peff-26_001_000842.1	blastp	Homology to Peronospora effusa predicted protein UIZ21093.1
Peff-26_001_000841.1	eggnog	Pentacotripeptide-repeat region of PRORP
Peff-26_001_000451.1	eggnog	ABC transporter transmembrane region
Peff-26_001_000840.1	blastp	Homology to Peronospora effusa predicted protein UIZ21684.1
Peff-26_001_000839.1	eggnog	domain-containing protein
Peff-26_001_000452.1	eggnog	Methylates the 2'-O-ribose of nucleotides at positions 32 and 34 of the tRNA anticodon loop of substrate tRNAs
Peff-26_001_000453.1	eggnog	Solute carrier family 35
Peff-26_001_000838.1	eggnog	Riboflavin kinase
Peff-26_001_000454.1	eggnog	domain-containing protein
Peff-26_001_000837.1	blastp	Homology to Peronospora effusa predicted protein RMX66685.1
Peff-26_001_000455.1	eggnog	Sigma factor PP2C-like phosphatases
Peff-26_001_000836.1	eggnog	BT1 family
Peff-26_001_000456.1	eggnog	WD40 repeats
Peff-26_001_000457.1	eggnog	Ubiquitin carboxyl-terminal hydrolase
Peff-26_001_000458.1	eggnog	AN1-like Zinc finger
Peff-26_001_000835.1	eggnog	domain-containing protein
Peff-26_001_000459.1	eggnog	domain-containing protein
Peff-26_001_000834.1	eggnog	Putative DNA-binding domain in centromere protein B, mouse jerky and transposases
Peff-26_001_000833.1	eggnog	Sugar (and other) transporter
Peff-26_001_000460.1	eggnog	Belongs to the ABC transporter superfamily
Peff-26_001_000461.1	eggnog	Stress up-regulated Nod 19
Peff-26_001_000832.1	eggnog	RNA recognition motif
Peff-26_001_000462.1	eggnog	domain-containing protein
Peff-26_001_000831.1	eggnog	Putative Phosphatase
Peff-26_001_000463.1	blastp	Homology to Peronospora effusa predicted protein CAI5702152.1
Peff-26_001_000830.1	eggnog	Glycosyl transferase family 2
Peff-26_001_000829.1	eggnog	DHHC palmitoyltransferase
Peff-26_001_000828.1	eggnog	UDP-glucoronosyl and UDP-glucosyl transferase
Peff-26_001_000464.1	unannotated	Hypothetical protein of unknown function
Peff-26_001_000465.1	eggnog	Subtilase family
Peff-26_001_000466.1	eggnog	Subtilase family
Peff-26_001_000467.1	eggnog	Subtilase family
Peff-26_001_000827.1	eggnog	Ankyrin repeat
Peff-26_001_000468.1	eggnog	Peptidase family C69
Peff-26_001_000469.1	eggnog	domain-containing protein
Peff-26_001_000470.1	eggnog	Serine hydrolase involved in the detoxification of formaldehyde
Peff-26_001_000826.1	eggnog	Lecithin:cholesterol acyltransferase
Peff-26_001_000825.1	eggnog	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in mitochondrial tRNAs that read codons beginning with adenine
Peff-26_001_000471.1	eggnog	SPT2 chromatin protein
Peff-26_001_000472.1	eggnog	alpha/beta hydrolase fold
Peff-26_001_000824.1	interproscan	PTHR31827 domain-containing protein
Peff-26_001_000823.1	eggnog	Domain present in PSD-95, Dlg, and ZO-1/2
Peff-26_001_000822.1	eggnog	Eukaryotic aspartyl protease
Peff-26_001_000473.1	eggnog	Elicitin
Peff-26_001_000821.1	eggnog	Regulator of chromosome condensation (RCC1) repeat
Peff-26_001_000474.1	eggnog	domain-containing protein
Peff-26_001_000820.1	eggnog	HIT zinc finger
Peff-26_001_000819.1	eggnog	Inositol polyphosphate phosphatase, catalytic domain homologues
Peff-26_001_000475.1	interproscan	PTHR31691 domain-containing protein
Peff-26_001_000818.1	blastp	Homology to Peronospora effusa predicted protein CAI5702126.1
Peff-26_001_000817.1	eggnog	Belongs to the mitochondrial carrier (TC 2.A.29) family
Peff-26_001_000476.1	eggnog	Translation-initiation factor 2
Peff-26_001_000816.1	eggnog	Elicitin
Peff-26_001_000477.1	blastp	Homology to Peronospora effusa predicted protein UIZ21286.1
Peff-26_001_000815.1	eggnog	Belongs to the STXBP unc-18 SEC1 family
Peff-26_001_000478.1	blastp	Homology to Peronospora effusa predicted protein RQM10750.1
Peff-26_001_000479.1	eggnog	Phosphatidylinositol-4-phosphate 5-Kinase
Peff-26_001_000814.1	blastp	Homology to Peronospora effusa predicted protein CAI5702116.1
Peff-26_001_000813.1	blastp	Homology to Peronospora effusa predicted protein UIZ20570.1
Peff-26_001_000480.1	eggnog	DASH complex subunit Dam1
Peff-26_001_000812.1	eggnog	domain-containing protein
Peff-26_001_000811.1	eggnog	Transmembrane amino acid transporter protein
Peff-26_001_000481.1	eggnog	domain-containing protein
Peff-26_001_000810.1	eggnog	Papain family cysteine protease
Peff-26_001_000482.1	eggnog	Papain family cysteine protease
