id	source	Description
Pcub-SC1982_008_000303.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_008_000181.1	eggnog	Putative collagen-binding domain of a collagenase
Pcub-SC1982_008_000302.1	eggnog	Phosphatidylinositol-4-phosphate 5-Kinase
Pcub-SC1982_008_000182.1	eggnog	Ribosomal family S4e
Pcub-SC1982_008_000183.1	eggnog	Sugar efflux transporter for intercellular exchange
Pcub-SC1982_008_000184.1	eggnog	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
Pcub-SC1982_008_000185.1	eggnog	Transglutaminase elicitor
Pcub-SC1982_008_000186.1	eggnog	Transglutaminase elicitor
Pcub-SC1982_008_000301.1	eggnog	DNA repair
Pcub-SC1982_008_000300.1	blastp	Homology to Peronospora farinosa predicted protein CAH0484624.1
Pcub-SC1982_008_000299.1	eggnog	domain-containing protein
Pcub-SC1982_008_000187.1	eggnog	domain-containing protein
Pcub-SC1982_008_000188.1	eggnog	GDP-mannose 4,6 dehydratase
Pcub-SC1982_008_000298.1	blastp	Homology to Phytophthora capsici predicted protein KAG1705002.1
Pcub-SC1982_008_000189.1	eggnog	Subtilase family
Pcub-SC1982_008_000190.1	eggnog	domain-containing protein
Pcub-SC1982_008_000191.1	eggnog	Carbohydrate-binding family 9
Pcub-SC1982_008_000297.1	eggnog	domain-containing protein
Pcub-SC1982_008_000192.1	eggnog	ciliary receptor clustering involved in smoothened signaling pathway
Pcub-SC1982_008_000296.1	eggnog	Fms-interacting protein
Pcub-SC1982_008_000193.1	blastp	Homology to Phytophthora sojae predicted protein XP_009538191.1
Pcub-SC1982_008_000295.1	eggnog	domain-containing protein
Pcub-SC1982_008_000194.1	eggnog	Rad51
Pcub-SC1982_008_000195.1	eggnog	Rad51
Pcub-SC1982_008_000294.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_008_000293.1	interproscan	PTHR34894 domain-containing protein
Pcub-SC1982_008_000292.1	interproscan	PTHR28608 domain-containing protein
Pcub-SC1982_008_000196.1	blastp	Homology to Phytophthora ramorum predicted protein KAH7469133.1
Pcub-SC1982_008_000291.1	interproscan	G3DSA:1.10.150.670 domain-containing protein
Pcub-SC1982_008_000290.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_008_000289.1	interproscan	G3DSA:3.40.50.2000 domain-containing protein
Pcub-SC1982_008_000197.1	interproscan	G3DSA:3.40.50.2000 domain-containing protein
Pcub-SC1982_008_000288.1	eggnog	ATP-binding Cassette (ABC) superfamily
Pcub-SC1982_008_000198.1	eggnog	EF-hand domain pair
Pcub-SC1982_008_000199.1	eggnog	ABC transporter transmembrane region
Pcub-SC1982_008_000287.1	eggnog	Crinkler (CRN) family protein
Pcub-SC1982_008_000286.1	eggnog	ABC transporter transmembrane region
Pcub-SC1982_008_000200.1	eggnog	ABC transporter transmembrane region
Pcub-SC1982_008_000285.1	eggnog	ABC transporter transmembrane region
Pcub-SC1982_008_000201.1	eggnog	ABC transporter transmembrane region
Pcub-SC1982_008_000284.1	blastp	Homology to Phytophthora idaei predicted protein KAG3107571.1
Pcub-SC1982_008_000283.1	blastp	Homology to Peronospora belbahrii predicted protein CAH0521531.1
Pcub-SC1982_008_000202.1	blastp	Homology to Phytophthora palmivora predicted protein POM64481.1
Pcub-SC1982_008_000282.1	blastp	Homology to Phytophthora pseudosyringae predicted protein KAG7380146.1
Pcub-SC1982_008_000203.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_008_000204.1	eggnog	Niemann-Pick C1 N terminus
Pcub-SC1982_008_000281.1	eggnog	Golgi vesicle docking
Pcub-SC1982_008_000280.1	blastp	Homology to Peronospora effusa predicted protein RMX67625.1
Pcub-SC1982_008_000205.1	blastp	Homology to Peronospora effusa predicted protein RMX67625.1
Pcub-SC1982_008_000206.1	blastp	Homology to Phytophthora boehmeriae predicted protein KAG7385735.1
Pcub-SC1982_008_000279.1	eggnog	Sulfatase
Pcub-SC1982_008_000207.1	eggnog	Peptidase family C78
Pcub-SC1982_008_000278.1	eggnog	domain-containing protein
Pcub-SC1982_008_000208.1	interproscan	G3DSA:3.40.50.2000 domain-containing protein
Pcub-SC1982_008_000277.1	blastp	Homology to Phytophthora infestans predicted protein KAI9985610.1
Pcub-SC1982_008_000209.1	interproscan	G3DSA:3.40.50.2000 domain-containing protein
Pcub-SC1982_008_000210.1	eggnog	positive regulation of ATP-dependent microtubule motor activity, plus-end-directed (DYNLL1)
Pcub-SC1982_008_000276.1	eggnog	AN1-like Zinc finger
Pcub-SC1982_008_000211.1	eggnog	Ribosomal protein L35
Pcub-SC1982_008_000275.1	blastp	Homology to Phytophthora infestans predicted protein KAI9985610.1
Pcub-SC1982_008_000274.1	eggnog	Ribosomal protein L44
Pcub-SC1982_008_000212.1	eggnog	X-Pro dipeptidyl-peptidase (S15 family)
Pcub-SC1982_008_000213.1	blastp	Homology to Phytophthora megakarya predicted protein OWZ13356.1
Pcub-SC1982_008_000273.1	interproscan	c(""""""""Pol polyprotein"""""""", """""""" beta-barrel domain"""""""") (PF22936)
Pcub-SC1982_008_000272.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_008_000271.1	blastp	Homology to Phytophthora megakarya predicted protein OWZ13356.1
Pcub-SC1982_008_000214.1	blastp	Homology to Phytophthora pseudosyringae predicted protein KAG7383441.1
Pcub-SC1982_008_000270.1	eggnog	Cysteine protease required for the cytoplasm to vacuole transport (Cvt) and autophagy
Pcub-SC1982_008_000215.1	interproscan	PTHR31431 domain-containing protein
Pcub-SC1982_008_000269.1	eggnog	Glycine-rich protein domain (DUF2403)
Pcub-SC1982_008_000216.1	eggnog	EF-hand, calcium binding motif
Pcub-SC1982_008_000217.1	eggnog	Tryptophan/tyrosine permease family
Pcub-SC1982_008_000268.1	blastp	Homology to Phytophthora megakarya predicted protein OWY96949.1
Pcub-SC1982_008_000267.1	eggnog	domain-containing protein
Pcub-SC1982_008_000266.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_008_000265.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_008_000264.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_008_000218.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_008_000219.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_008_000220.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_008_000221.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_008_000222.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_008_000223.1	eggnog	Actin
Pcub-SC1982_008_000263.1	eggnog	Polysaccharide biosynthesis protein
Pcub-SC1982_008_000224.1	blastp	Homology to Phytophthora cactorum predicted protein KAG2775831.1
Pcub-SC1982_008_000225.1	eggnog	domain-containing protein
Pcub-SC1982_008_000226.1	eggnog	Fatty acid desaturase
Pcub-SC1982_008_000227.1	eggnog	Pre-mRNA-splicing factor SF3a complex subunit 2 (Prp11)
Pcub-SC1982_008_000262.1	eggnog	Amidinotransferase
Pcub-SC1982_008_000228.1	eggnog	domain-containing protein
Pcub-SC1982_008_000261.1	eggnog	HECT-domain (ubiquitin-transferase)
Pcub-SC1982_008_000260.1	eggnog	Eukaryotic aspartyl protease
Pcub-SC1982_008_000229.1	eggnog	Protein tyrosine kinase
Pcub-SC1982_008_000259.1	interproscan	PTHR13627 domain-containing protein
Pcub-SC1982_008_000230.1	interproscan	PTHR13627 domain-containing protein
Pcub-SC1982_008_000231.1	interproscan	PTHR13627 domain-containing protein
Pcub-SC1982_008_000258.1	blastp	Homology to Phytophthora ramorum predicted protein KAH7474355.1
Pcub-SC1982_008_000257.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_008_000256.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_008_000255.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_008_000254.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_008_000253.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_008_000232.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_008_000252.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_008_000233.1	interproscan	SSF53756 domain-containing protein
Pcub-SC1982_008_000234.1	interproscan	SSF53756 domain-containing protein
Pcub-SC1982_008_000235.1	eggnog	EF-hand domain pair
Pcub-SC1982_008_000236.1	blastp	Homology to Peronospora destructor predicted protein CAI5732311.1
Pcub-SC1982_008_000251.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_008_000250.1	eggnog	WD40 repeats
Pcub-SC1982_008_000249.1	interproscan	SSF53756 domain-containing protein
Pcub-SC1982_008_000237.1	eggnog	domain-containing protein
Pcub-SC1982_008_000248.1	eggnog	Kinase-like
Pcub-SC1982_008_000247.1	eggnog	Belongs to the BI1 family
Pcub-SC1982_008_000238.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_008_000239.1	eggnog	Dihydrouridine synthase (Dus)
Pcub-SC1982_008_000240.1	eggnog	Belongs to the AAA ATPase family
Pcub-SC1982_008_000241.1	eggnog	centriole elongation
Pcub-SC1982_008_000242.1	eggnog	D-erythro-sphingosine kinase activity
Pcub-SC1982_008_000246.1	eggnog	Belongs to the BI1 family
Pcub-SC1982_008_000243.1	eggnog	Nucleolar protein 12 (25kDa)
Pcub-SC1982_008_000245.1	eggnog	WD domain, G-beta repeat
Pcub-SC1982_008_000244.1	eggnog	Belongs to the AAA ATPase family
Pcub-SC1982_009_000001.1	eggnog	Catalyzes the irreversible NADPH-dependent deamination of GMP to IMP
Pcub-SC1982_009_000002.1	eggnog	Phosphopantetheine attachment site
Pcub-SC1982_009_000003.1	eggnog	Cys/Met metabolism PLP-dependent enzyme
Pcub-SC1982_009_000461.1	eggnog	domain-containing protein
Pcub-SC1982_009_000460.1	blastp	Homology to Phytophthora rubi predicted protein KAE9005681.1
Pcub-SC1982_009_000004.1	eggnog	domain-containing protein
Pcub-SC1982_009_000459.1	eggnog	Cys/Met metabolism PLP-dependent enzyme
Pcub-SC1982_009_000458.1	eggnog	domain-containing protein
Pcub-SC1982_009_000005.1	interproscan	PTHR36074 domain-containing protein
Pcub-SC1982_009_000006.1	eggnog	Histidine biosynthesis protein
Pcub-SC1982_009_000457.1	eggnog	CSN8/PSMD8/EIF3K family
Pcub-SC1982_009_000456.1	eggnog	CSN8/PSMD8/EIF3K family
Pcub-SC1982_009_000455.1	eggnog	Glutathione peroxidase
Pcub-SC1982_009_000007.1	eggnog	Zinc finger, C3HC4 type (RING finger)
Pcub-SC1982_009_000008.1	eggnog	Alanine-glyoxylate amino-transferase
Pcub-SC1982_009_000454.1	eggnog	MYND finger
Pcub-SC1982_009_000009.1	eggnog	CSN8/PSMD8/EIF3K family
Pcub-SC1982_009_000010.1	eggnog	CSN8/PSMD8/EIF3K family
Pcub-SC1982_009_000011.1	eggnog	domain-containing protein
Pcub-SC1982_009_000012.1	eggnog	domain-containing protein
Pcub-SC1982_009_000453.1	interproscan	Crinkler effector protein N-terminal domain (PF20147)
Pcub-SC1982_009_000013.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_009_000452.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_009_000014.1	eggnog	domain-containing protein
Pcub-SC1982_009_000451.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_009_000015.1	eggnog	domain-containing protein
Pcub-SC1982_009_000016.1	blastp	Homology to Phytophthora rubi predicted protein KAE9005681.1
Pcub-SC1982_009_000017.1	eggnog	domain-containing protein
Pcub-SC1982_009_000018.1	eggnog	domain-containing protein
Pcub-SC1982_009_000019.1	eggnog	domain-containing protein
Pcub-SC1982_009_000020.1	interproscan	Crinkler effector protein N-terminal domain (PF20147)
Pcub-SC1982_009_000021.1	eggnog	domain-containing protein
Pcub-SC1982_009_000022.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_009_000023.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_009_000024.1	eggnog	CSN8/PSMD8/EIF3K family
Pcub-SC1982_009_000025.1	eggnog	CSN8/PSMD8/EIF3K family
Pcub-SC1982_009_000450.1	eggnog	Histidine biosynthesis protein
Pcub-SC1982_009_000449.1	blastp	Homology to Peronospora destructor predicted protein CAI5714946.1
Pcub-SC1982_009_000448.1	eggnog	WD domain, G-beta repeat
Pcub-SC1982_009_000026.1	blastp	Homology to Phytophthora lilii predicted protein GMF64956.1
Pcub-SC1982_009_000447.1	eggnog	MED6 mediator sub complex component
Pcub-SC1982_009_000027.1	eggnog	Splicing factor 3B subunit 10 (SF3b10)
Pcub-SC1982_009_000028.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_009_000029.1	blastp	Homology to Phytophthora fragariae;Phytophthora rubi predicted protein KAE8896107.1
Pcub-SC1982_009_000446.1	eggnog	FKBP-type peptidyl-prolyl cis-trans isomerase
Pcub-SC1982_009_000445.1	eggnog	Sugar efflux transporter for intercellular exchange
Pcub-SC1982_009_000030.1	eggnog	domain-containing protein
Pcub-SC1982_009_000031.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_009_000444.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_009_000032.1	eggnog	domain-containing protein
Pcub-SC1982_009_000443.1	eggnog	transcription by RNA polymerase I
Pcub-SC1982_009_000033.1	eggnog	domain-containing protein
Pcub-SC1982_009_000442.1	eggnog	TFIIIC subunit
Pcub-SC1982_009_000034.1	eggnog	B-Box-type zinc finger
Pcub-SC1982_009_000441.1	eggnog	Domain found in IF2B/IF5
Pcub-SC1982_009_000035.1	eggnog	Domain in homologues of a S
Pcub-SC1982_009_000036.1	eggnog	Domain in homologues of a S
Pcub-SC1982_009_000037.1	blastp	Homology to Peronospora farinosa;Peronospora effusa predicted protein RMX69999.1
Pcub-SC1982_009_000440.1	eggnog	DNA binding domain with preference for A/T rich regions
Pcub-SC1982_009_000038.1	blastp	Homology to Peronospora farinosa;Peronospora effusa predicted protein RMX69972.1
Pcub-SC1982_009_000439.1	eggnog	Nucleoporin complex subunit 54
Pcub-SC1982_009_000039.1	eggnog	protein transport
Pcub-SC1982_009_000040.1	eggnog	EXS family
Pcub-SC1982_009_000438.1	eggnog	WD40 repeats
Pcub-SC1982_009_000041.1	eggnog	domain-containing protein
Pcub-SC1982_009_000437.1	interproscan	PTHR47169 domain-containing protein
Pcub-SC1982_009_000436.1	interproscan	PTHR33889 domain-containing protein
Pcub-SC1982_009_000042.1	eggnog	Dolichol-phosphate mannosyltransferase subunit 3 (DPM3)
Pcub-SC1982_009_000043.1	eggnog	TFIIB zinc-binding
Pcub-SC1982_009_000435.1	blastp	Homology to Phytophthora infestans predicted protein XP_002898498.1
Pcub-SC1982_009_000044.1	eggnog	Ubiquitin-conjugating enzyme
Pcub-SC1982_009_000434.1	eggnog	Armadillo/beta-catenin-like repeats
Pcub-SC1982_009_000045.1	interproscan	PTHR31996 domain-containing protein
Pcub-SC1982_009_000433.1	eggnog	Cytidylyltransferase-like
Pcub-SC1982_009_000046.1	eggnog	Rgp1
Pcub-SC1982_009_000047.1	eggnog	Cytidylyltransferase-like
Pcub-SC1982_009_000432.1	eggnog	Ciliary basal body-associated, B9 protein
Pcub-SC1982_009_000048.1	eggnog	pinin/SDK/memA/ protein conserved region
Pcub-SC1982_009_000049.1	eggnog	protein N-linked glycosylation (TMEM258)
Pcub-SC1982_009_000431.1	eggnog	domain-containing protein
Pcub-SC1982_009_000050.1	eggnog	EB1-like C-terminal motif
Pcub-SC1982_009_000051.1	eggnog	The ARF-like 2 binding protein BART
Pcub-SC1982_009_000430.1	eggnog	Short calmodulin-binding motif containing conserved Ile and Gln residues
Pcub-SC1982_009_000429.1	eggnog	Leucine-rich repeats, outliers
Pcub-SC1982_009_000428.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_009_000427.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_009_000426.1	eggnog	Minichromosome loss protein, Mcl1, middle region
Pcub-SC1982_009_000052.1	eggnog	Phosducin
Pcub-SC1982_009_000425.1	eggnog	Glu-tRNAGln amidotransferase C subunit
Pcub-SC1982_009_000053.1	blastp	Homology to Phytophthora palmivora predicted protein POM77648.1
Pcub-SC1982_009_000424.1	eggnog	domain-containing protein
Pcub-SC1982_009_000054.1	eggnog	snRNP Sm proteins
Pcub-SC1982_009_000423.1	eggnog	Glutamine cyclotransferase
Pcub-SC1982_009_000055.1	eggnog	Yos1-like
Pcub-SC1982_009_000056.1	eggnog	non-SMC mitotic condensation complex subunit 1
Pcub-SC1982_009_000422.1	interproscan	G3DSA:6.20.250.70 domain-containing protein
Pcub-SC1982_009_000421.1	blastp	Homology to Phytophthora cinnamomi predicted protein KAG6613849.1
Pcub-SC1982_009_000057.1	blastp	Homology to Phytophthora cinnamomi predicted protein KAG6613849.1
Pcub-SC1982_009_000058.1	eggnog	domain-containing protein
Pcub-SC1982_009_000420.1	blastp	Homology to Phytophthora fragariae;Phytophthora rubi predicted protein KAE8896489.1
Pcub-SC1982_009_000419.1	eggnog	DREV methyltransferase
Pcub-SC1982_009_000059.1	eggnog	FAD-dependent monooxygenase required for the C5-ring hydroxylation during ubiquinone biosynthesis
Pcub-SC1982_009_000418.1	eggnog	PIG-P
Pcub-SC1982_009_000417.1	interproscan	PTHR28165 domain-containing protein
Pcub-SC1982_009_000416.1	eggnog	Voltage gated chloride channel
Pcub-SC1982_009_000060.1	eggnog	translation initiation factor activity
Pcub-SC1982_009_000061.1	blastp	Homology to Peronospora effusa predicted protein RMX70006.1
Pcub-SC1982_009_000062.1	eggnog	Serine hydrolase (FSH1)
Pcub-SC1982_009_000063.1	eggnog	domain-containing protein
Pcub-SC1982_009_000064.1	blastp	Homology to Phytophthora rubi predicted protein KAE9031757.1
Pcub-SC1982_009_000415.1	eggnog	intraciliary anterograde transport
Pcub-SC1982_009_000065.1	eggnog	Enhancer of rudimentary
Pcub-SC1982_009_000066.1	eggnog	domain-containing protein
Pcub-SC1982_009_000067.1	eggnog	IFT27, Ras superfamily GTPase. Source PGD
Pcub-SC1982_009_000414.1	interproscan	PTHR31142 domain-containing protein
Pcub-SC1982_009_000068.1	eggnog	COPI associated protein
Pcub-SC1982_009_000413.1	eggnog	Cytochrome P450
Pcub-SC1982_009_000069.1	eggnog	transposition, RNA-mediated
Pcub-SC1982_009_000070.1	eggnog	domain-containing protein
Pcub-SC1982_009_000071.1	eggnog	Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A
Pcub-SC1982_009_000072.1	blastp	Homology to Phytophthora cactorum predicted protein KAF1790652.1
Pcub-SC1982_009_000073.1	blastp	Homology to Phytophthora nicotianae predicted protein XP_008908736.1
Pcub-SC1982_009_000074.1	blastp	Homology to Phytophthora cactorum predicted protein KAG2834106.1
Pcub-SC1982_009_000412.1	eggnog	Phosphatidic acid phosphatase. Source PGD
Pcub-SC1982_009_000411.1	eggnog	PAP2 superfamily
Pcub-SC1982_009_000075.1	eggnog	domain-containing protein
Pcub-SC1982_009_000410.1	eggnog	Phosphomannose isomerase type I
Pcub-SC1982_009_000076.1	eggnog	Clp protease
Pcub-SC1982_009_000409.1	eggnog	serine-type peptidase activity
Pcub-SC1982_009_000408.1	eggnog	serine-type peptidase activity
Pcub-SC1982_009_000407.1	eggnog	Signal peptidase, peptidase S26
Pcub-SC1982_009_000077.1	eggnog	ELMO domain-containing protein
Pcub-SC1982_009_000406.1	eggnog	Coiled-coil domain-containing protein 24 family
Pcub-SC1982_009_000405.1	eggnog	Transport protein Trs120 or TRAPPC9, TRAPP II complex subunit
Pcub-SC1982_009_000078.1	eggnog	domain-containing protein
Pcub-SC1982_009_000079.1	eggnog	Belongs to the small GTPase superfamily
Pcub-SC1982_009_000404.1	eggnog	Apyrase
Pcub-SC1982_009_000080.1	eggnog	DASH complex subunit Dad2
Pcub-SC1982_009_000081.1	eggnog	protein-cysteine S-palmitoyltransferase activity
Pcub-SC1982_009_000082.1	eggnog	60s Acidic ribosomal protein
Pcub-SC1982_009_000403.1	blastp	Homology to Phytophthora nicotianae predicted protein XP_008908768.1
Pcub-SC1982_009_000083.1	eggnog	domain-containing protein
Pcub-SC1982_009_000402.1	eggnog	Ribosomal protein S17. Source PGD
Pcub-SC1982_009_000084.1	interproscan	G3DSA:2.60.40.790 domain-containing protein
Pcub-SC1982_009_000401.1	eggnog	WD40 repeats
Pcub-SC1982_009_000400.1	eggnog	Box c d snorna protein
Pcub-SC1982_009_000085.1	eggnog	heat shock protein binding
Pcub-SC1982_009_000086.1	eggnog	transcription, DNA-templated (zglp1)
Pcub-SC1982_009_000399.1	eggnog	heat shock protein binding
Pcub-SC1982_009_000398.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_009_000087.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_009_000397.1	eggnog	ABC transporter
Pcub-SC1982_009_000088.1	eggnog	Hinge domain of cleavage stimulation factor subunit 2
Pcub-SC1982_009_000396.1	eggnog	Eukaryotic rRNA processing protein EBP2
Pcub-SC1982_009_000395.1	eggnog	The purine nucleoside phosphorylases catalyze the phosphorolytic breakdown of the N-glycosidic bond in the beta- (deoxy)ribonucleoside molecules, with the formation of the corresponding free purine bases and pentose-1-phosphate
Pcub-SC1982_009_000089.1	eggnog	Snf7
Pcub-SC1982_009_000394.1	eggnog	Rab GTPase binding (WDR44)
Pcub-SC1982_009_000090.1	eggnog	Tetratricopeptide repeat
Pcub-SC1982_009_000393.1	eggnog	Exosome component EXOSC1/CSL4
Pcub-SC1982_009_000091.1	eggnog	Component of ribonuclease P, a protein complex that generates mature tRNA molecules by cleaving their 5'-ends
Pcub-SC1982_009_000392.1	interproscan	G3DSA:3.40.30.10 domain-containing protein
Pcub-SC1982_009_000092.1	eggnog	negative regulation of mRNA splicing, via spliceosome
Pcub-SC1982_009_000391.1	eggnog	DNA clamp loader activity
Pcub-SC1982_009_000390.1	eggnog	SSXT protein (N-terminal region)
Pcub-SC1982_009_000093.1	blastp	Homology to Phytophthora ramorum predicted protein KAH7491585.1
Pcub-SC1982_009_000094.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_009_000095.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_009_000096.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_009_000389.1	eggnog	domain-containing protein
Pcub-SC1982_009_000388.1	eggnog	Eukaryotic porin
Pcub-SC1982_009_000097.1	eggnog	Eukaryotic porin
Pcub-SC1982_009_000387.1	eggnog	EF-hand domain pair
Pcub-SC1982_009_000386.1	eggnog	domain-containing protein
Pcub-SC1982_009_000385.1	eggnog	Translationally controlled tumour protein
Pcub-SC1982_009_000098.1	interproscan	bZIP_u2 (cd14811)
Pcub-SC1982_009_000384.1	eggnog	positive regulation of Golgi to plasma membrane protein transport
Pcub-SC1982_009_000099.1	eggnog	Complex 1 protein (LYR family)
Pcub-SC1982_009_000100.1	eggnog	Protein of unknown function (DUF410)
Pcub-SC1982_009_000383.1	eggnog	domain-containing protein
Pcub-SC1982_009_000101.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_009_000382.1	eggnog	domain-containing protein
Pcub-SC1982_009_000102.1	interproscan	Origin recognition complex subunit 6 (G3DSA:1.10.472.10:FF:000456)
Pcub-SC1982_009_000381.1	eggnog	Sin-like protein conserved region
Pcub-SC1982_009_000103.1	blastp	Homology to Peronospora destructor predicted protein CAI5739198.1
Pcub-SC1982_009_000380.1	interproscan	PTHR37845 domain-containing protein
Pcub-SC1982_009_000104.1	eggnog	Sedlin, N-terminal conserved region
Pcub-SC1982_009_000379.1	eggnog	Ribosomal protein S19e
Pcub-SC1982_009_000105.1	eggnog	Nucleolar protein NOP5. Source PGD
Pcub-SC1982_009_000378.1	eggnog	Protein of unknown function (DUF2012)
Pcub-SC1982_009_000377.1	eggnog	Protein of unknown function (DUF410)
Pcub-SC1982_009_000106.1	eggnog	Domain of unknown function (DUF2088)
Pcub-SC1982_009_000376.1	interproscan	PTHR13344 domain-containing protein
Pcub-SC1982_009_000375.1	eggnog	domain-containing protein
Pcub-SC1982_009_000107.1	eggnog	ETC complex I subunit conserved region
Pcub-SC1982_009_000374.1	eggnog	domain-containing protein
Pcub-SC1982_009_000108.1	eggnog	Ubiquinol-cytochrome C chaperone
Pcub-SC1982_009_000373.1	eggnog	Cytochrome c oxidase biogenesis protein Cmc1 like
Pcub-SC1982_009_000109.1	eggnog	Tim10/DDP family zinc finger
Pcub-SC1982_009_000372.1	eggnog	Ribosomal protein S21e
Pcub-SC1982_009_000110.1	eggnog	Prefoldin subunit
Pcub-SC1982_009_000371.1	blastp	Homology to Phytophthora nicotianae predicted protein KUF95769.1
Pcub-SC1982_009_000111.1	eggnog	Carrier of the growing fatty acid chain in fatty acid biosynthesis
Pcub-SC1982_009_000370.1	eggnog	Zinc-ribbon, C4HC2 type
Pcub-SC1982_009_000369.1	eggnog	Nitroreductase family
Pcub-SC1982_009_000112.1	eggnog	adenyl-nucleotide exchange factor activity
Pcub-SC1982_009_000368.1	eggnog	Mitochondrial matrix Mmp37
Pcub-SC1982_009_000113.1	eggnog	Sec61beta family
Pcub-SC1982_009_000367.1	eggnog	DNA polymerase phi
Pcub-SC1982_009_000366.1	eggnog	domain-containing protein
Pcub-SC1982_009_000365.1	eggnog	SCO1/SenC
Pcub-SC1982_009_000114.1	eggnog	N-acetyltransferase B complex (NatB) non catalytic subunit
Pcub-SC1982_009_000364.1	interproscan	PTHR37067 domain-containing protein
Pcub-SC1982_009_000363.1	eggnog	transposition, RNA-mediated
Pcub-SC1982_009_000362.1	eggnog	F-box-like
Pcub-SC1982_009_000115.1	eggnog	mitochondrial electron transport, NADH to ubiquinone
Pcub-SC1982_009_000361.1	blastp	Homology to Phytophthora nicotianae predicted protein XP_008911263.1
Pcub-SC1982_009_000116.1	eggnog	3-oxo-5-alpha-steroid 4-dehydrogenase
Pcub-SC1982_009_000360.1	eggnog	G10 protein
Pcub-SC1982_009_000359.1	eggnog	ABC-2 family transporter protein
Pcub-SC1982_009_000117.1	blastp	Homology to Phytophthora cactorum predicted protein KAG2978057.1
Pcub-SC1982_009_000358.1	blastp	Homology to Peronospora effusa predicted protein UIZ25444.1
Pcub-SC1982_009_000118.1	eggnog	Catalyzes the hydroxylation of the N(6)-(4-aminobutyl)- L-lysine intermediate to form hypusine, an essential post- translational modification only found in mature eIF-5A factor
Pcub-SC1982_009_000357.1	eggnog	HECT-like Ubiquitin-conjugating enzyme (E2)-binding
Pcub-SC1982_009_000119.1	eggnog	PhoX homologous domain, present in p47phox and p40phox
Pcub-SC1982_009_000356.1	eggnog	snRNP Sm proteins
Pcub-SC1982_009_000355.1	eggnog	cellular macromolecule catabolic process
Pcub-SC1982_009_000354.1	eggnog	domain-containing protein
Pcub-SC1982_009_000120.1	interproscan	PTHR18879 domain-containing protein
Pcub-SC1982_009_000353.1	eggnog	Cotranslationally removes the N-terminal methionine from nascent proteins
Pcub-SC1982_009_000352.1	blastp	Homology to Peronospora effusa predicted protein RMX70171.1
Pcub-SC1982_009_000351.1	eggnog	Tim17/Tim22/Tim23/Pmp24 family
Pcub-SC1982_009_000350.1	eggnog	prohibitin homologues
Pcub-SC1982_009_000121.1	eggnog	domain-containing protein
Pcub-SC1982_009_000349.1	eggnog	Ring finger
Pcub-SC1982_009_000348.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_009_000122.1	eggnog	EXS family
Pcub-SC1982_009_000347.1	eggnog	Mitogen-activated protein kinase kinase 1 interacting
Pcub-SC1982_009_000123.1	eggnog	Ribosomal_L40e
Pcub-SC1982_009_000346.1	eggnog	WD domain, G-beta repeat
Pcub-SC1982_009_000345.1	eggnog	Inositol monophosphatase family
Pcub-SC1982_009_000124.1	unannotated	Hypothetical protein of unknown function
